"Código do Nível Geográfico";"Nível Geográfico";"Código do Item Geográfico";"Item Geográfico";"Ordem Geográfica";"Código do Item Temporal";"Nível Temporal";"Item Temporal";"Domicílio, espécie";"Domicílio, espécie (código)";"Domicílio, espécie (ordem)";"Moradores, número (operação: Soma)";"Frequência";"Observações"
"9115";"Município (1991)";"420730";"Imbituba";"1769";"1991";"8004";"1991";"Particular permanente";"1";"1";"30.814";"8112";"8112"
"9115";"Município (1991)";"411010";"Imbituva";"1770";"1991";"8004";"1991";"Particular permanente";"1";"1";"25.321";"6171";"6171"
"9115";"Município (1991)";"420740";"Imbuia";"1771";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.607";"1109";"1109"
"9115";"Município (1991)";"431036";"Imigrante";"1772";"1991";"8004";"1991";"Particular permanente";"1";"1";"3.918";"1007";"1007"
"9115";"Município (1991)";"210530";"Imperatriz";"1773";"1991";"8004";"1991";"Particular permanente";"1";"1";"275.726";"56081";"56081"
"9115";"Município (1991)";"411020";"Inácio Martins";"1774";"1991";"8004";"1991";"Particular permanente";"1";"1";"13.600";"2780";"2780"
"9115";"Município (1991)";"260700";"Inajá";"1775";"1991";"8004";"1991";"Particular permanente";"1";"1";"22.838";"4883";"4883"
"9115";"Município (1991)";"411030";"Inajá";"1776";"1991";"8004";"1991";"Particular permanente";"1";"1";"2.632";"657";"657"
"9115";"Município (1991)";"313060";"Inconfidentes";"1777";"1991";"8004";"1991";"Particular permanente";"1";"1";"6.195";"1488";"1488"
"9115";"Município (1991)";"420750";"Indaial";"1778";"1991";"8004";"1991";"Particular permanente";"1";"1";"30.064";"7770";"7770"
"9115";"Município (1991)";"352050";"Indaiatuba";"1779";"1991";"8004";"1991";"Particular permanente";"1";"1";"100.419";"25088";"25088"
"9115";"Município (1991)";"431040";"Independência";"1780";"1991";"8004";"1991";"Particular permanente";"1";"1";"7.470";"2020";"2020"
"9115";"Município (1991)";"230560";"Independência";"1781";"1991";"8004";"1991";"Particular permanente";"1";"1";"24.025";"5223";"5223"
"9115";"Município (1991)";"352060";"Indiana";"1782";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.622";"1177";"1177"
"9115";"Município (1991)";"313070";"Indianópolis";"1783";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.784";"1190";"1190"
"9115";"Município (1991)";"411040";"Indianópolis";"1784";"1991";"8004";"1991";"Particular permanente";"1";"1";"6.736";"1675";"1675"
"9115";"Município (1991)";"352070";"Indiaporã";"1785";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.731";"1307";"1307"
"9115";"Município (1991)";"520995";"Indiara";"1786";"1991";"8004";"1991";"Particular permanente";"1";"1";"9.788";"2509";"2509"
"9115";"Município (1991)";"280280";"Indiaroba";"1787";"1991";"8004";"1991";"Particular permanente";"1";"1";"11.566";"2324";"2324"
"9115";"Município (1991)";"510450";"Indiavaí";"1788";"1991";"8004";"1991";"Particular permanente";"1";"1";"1.997";"473";"473"
"9115";"Município (1991)";"250680";"Ingá";"1789";"1991";"8004";"1991";"Particular permanente";"1";"1";"21.688";"4805";"4805"
"9115";"Município (1991)";"313080";"Ingaí";"1790";"1991";"8004";"1991";"Particular permanente";"1";"1";"2.374";"559";"559"
"9115";"Município (1991)";"260710";"Ingazeira";"1791";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.418";"956";"956"
"9115";"Município (1991)";"291370";"Inhambupe";"1792";"1991";"8004";"1991";"Particular permanente";"1";"1";"25.702";"5688";"5688"
"9115";"Município (1991)";"150340";"Inhangapi";"1793";"1991";"8004";"1991";"Particular permanente";"1";"1";"6.576";"1257";"1257"
"9115";"Município (1991)";"270330";"Inhapi";"1794";"1991";"8004";"1991";"Particular permanente";"1";"1";"14.788";"3143";"3143"
"9115";"Município (1991)";"313090";"Inhapim";"1795";"1991";"8004";"1991";"Particular permanente";"1";"1";"33.679";"7383";"7383"
"9115";"Município (1991)";"313100";"Inhaúma";"1796";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.663";"1091";"1091"
"9115";"Município (1991)";"220470";"Inhuma";"1797";"1991";"8004";"1991";"Particular permanente";"1";"1";"13.103";"2729";"2729"
"9115";"Município (1991)";"521000";"Inhumas";"1798";"1991";"8004";"1991";"Particular permanente";"1";"1";"38.189";"9586";"9586"
"9115";"Município (1991)";"313110";"Inimutaba";"1799";"1991";"8004";"1991";"Particular permanente";"1";"1";"6.027";"1469";"1469"
"9115";"Município (1991)";"500440";"Inocência";"1800";"1991";"8004";"1991";"Particular permanente";"1";"1";"6.249";"1563";"1563"
"9115";"Município (1991)";"352080";"Inúbia Paulista";"1801";"1991";"8004";"1991";"Particular permanente";"1";"1";"3.277";"788";"788"
"9115";"Município (1991)";"521010";"Ipameri";"1802";"1991";"8004";"1991";"Particular permanente";"1";"1";"20.625";"5532";"5532"
"9115";"Município (1991)";"313120";"Ipanema";"1803";"1991";"8004";"1991";"Particular permanente";"1";"1";"18.140";"4557";"4557"
"9115";"Município (1991)";"240470";"Ipanguaçu";"1804";"1991";"8004";"1991";"Particular permanente";"1";"1";"15.940";"3240";"3240"
"9115";"Município (1991)";"230565";"Ipaporanga";"1805";"1991";"8004";"1991";"Particular permanente";"1";"1";"10.849";"2439";"2439"
"9115";"Município (1991)";"313130";"Ipatinga";"1806";"1991";"8004";"1991";"Particular permanente";"1";"1";"178.994";"41683";"41683"
"9115";"Município (1991)";"352090";"Ipauçu";"1807";"1991";"8004";"1991";"Particular permanente";"1";"1";"11.323";"2892";"2892"
"9115";"Município (1991)";"230570";"Ipaumirim";"1808";"1991";"8004";"1991";"Particular permanente";"1";"1";"11.184";"2450";"2450"
"9115";"Município (1991)";"431043";"Ipê";"1809";"1991";"8004";"1991";"Particular permanente";"1";"1";"5.668";"1411";"1411"
"9115";"Município (1991)";"291380";"Ipecaetá";"1810";"1991";"8004";"1991";"Particular permanente";"1";"1";"16.333";"3343";"3343"
"9115";"Município (1991)";"352100";"Iperó";"1811";"1991";"8004";"1991";"Particular permanente";"1";"1";"10.479";"2521";"2521"
"9115";"Município (1991)";"352110";"Ipeúna";"1812";"1991";"8004";"1991";"Particular permanente";"1";"1";"2.692";"705";"705"
"9115";"Município (1991)";"313140";"Ipiaçu";"1813";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.095";"1102";"1102"
"9115";"Município (1991)";"291390";"Ipiaú";"1814";"1991";"8004";"1991";"Particular permanente";"1";"1";"44.902";"9734";"9734"
"9115";"Município (1991)";"420760";"Ipira";"1815";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.760";"1197";"1197"
"9115";"Município (1991)";"291400";"Ipirá";"1816";"1991";"8004";"1991";"Particular permanente";"1";"1";"62.570";"12779";"12779"
"9115";"Município (1991)";"411050";"Ipiranga";"1817";"1991";"8004";"1991";"Particular permanente";"1";"1";"12.246";"2779";"2779"
"9115";"Município (1991)";"220480";"Ipiranga do Piauí";"1818";"1991";"8004";"1991";"Particular permanente";"1";"1";"7.516";"1547";"1547"
"9115";"Município (1991)";"431046";"Ipiranga do Sul";"1819";"1991";"8004";"1991";"Particular permanente";"1";"1";"2.332";"584";"584"
"9115";"Município (1991)";"130180";"Ipixuna";"1820";"1991";"8004";"1991";"Particular permanente";"1";"1";"9.650";"1671";"1671"
"9115";"Município (1991)";"260720";"Ipojuca";"1821";"1991";"8004";"1991";"Particular permanente";"1";"1";"45.267";"9392";"9392"
"9115";"Município (1991)";"521020";"Iporá";"1822";"1991";"8004";"1991";"Particular permanente";"1";"1";"29.574";"7874";"7874"
"9115";"Município (1991)";"411060";"Iporã";"1823";"1991";"8004";"1991";"Particular permanente";"1";"1";"25.921";"6472";"6472"
"9115";"Município (1991)";"420765";"Iporã do Oeste";"1824";"1991";"8004";"1991";"Particular permanente";"1";"1";"7.637";"1743";"1743"
"9115";"Município (1991)";"352120";"Iporanga";"1825";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.601";"1078";"1078"
"9115";"Município (1991)";"230580";"Ipu";"1826";"1991";"8004";"1991";"Particular permanente";"1";"1";"35.626";"7739";"7739"
"9115";"Município (1991)";"352130";"Ipuã";"1827";"1991";"8004";"1991";"Particular permanente";"1";"1";"10.342";"2632";"2632"
"9115";"Município (1991)";"260730";"Ipubi";"1828";"1991";"8004";"1991";"Particular permanente";"1";"1";"21.197";"4174";"4174"
"9115";"Município (1991)";"240480";"Ipueira";"1829";"1991";"8004";"1991";"Particular permanente";"1";"1";"1.701";"358";"358"
"9115";"Município (1991)";"230590";"Ipueiras";"1830";"1991";"8004";"1991";"Particular permanente";"1";"1";"35.078";"7532";"7532"
"9115";"Município (1991)";"313150";"Ipuiúna";"1831";"1991";"8004";"1991";"Particular permanente";"1";"1";"7.735";"1902";"1902"
"9115";"Município (1991)";"420770";"Ipumirim";"1832";"1991";"8004";"1991";"Particular permanente";"1";"1";"7.177";"1657";"1657"
"9115";"Município (1991)";"291410";"Ipupiara";"1833";"1991";"8004";"1991";"Particular permanente";"1";"1";"8.011";"1836";"1836"
"9115";"Município (1991)";"230600";"Iracema";"1834";"1991";"8004";"1991";"Particular permanente";"1";"1";"13.944";"2884";"2884"
"9115";"Município (1991)";"352140";"Iracemápolis";"1835";"1991";"8004";"1991";"Particular permanente";"1";"1";"11.660";"2932";"2932"
"9115";"Município (1991)";"420775";"Iraceminha";"1836";"1991";"8004";"1991";"Particular permanente";"1";"1";"5.669";"1314";"1314"
"9115";"Município (1991)";"431050";"Iraí";"1837";"1991";"8004";"1991";"Particular permanente";"1";"1";"11.270";"2818";"2818"
"9115";"Município (1991)";"313160";"Iraí de Minas";"1838";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.338";"1095";"1095"
"9115";"Município (1991)";"291420";"Irajuba";"1839";"1991";"8004";"1991";"Particular permanente";"1";"1";"6.346";"1424";"1424"
"9115";"Município (1991)";"291430";"Iramaia";"1840";"1991";"8004";"1991";"Particular permanente";"1";"1";"17.120";"3154";"3154"
"9115";"Município (1991)";"130185";"Iranduba";"1841";"1991";"8004";"1991";"Particular permanente";"1";"1";"18.653";"3547";"3547"
"9115";"Município (1991)";"420780";"Irani";"1842";"1991";"8004";"1991";"Particular permanente";"1";"1";"7.546";"1727";"1727"
"9115";"Município (1991)";"352150";"Irapuã";"1843";"1991";"8004";"1991";"Particular permanente";"1";"1";"6.050";"1543";"1543"
"9115";"Município (1991)";"352160";"Irapuru";"1844";"1991";"8004";"1991";"Particular permanente";"1";"1";"8.211";"2115";"2115"
"9115";"Município (1991)";"291440";"Iraquara";"1845";"1991";"8004";"1991";"Particular permanente";"1";"1";"16.979";"3577";"3577"
"9115";"Município (1991)";"291450";"Irará";"1846";"1991";"8004";"1991";"Particular permanente";"1";"1";"23.752";"4943";"4943"
"9115";"Município (1991)";"411070";"Irati";"1847";"1991";"8004";"1991";"Particular permanente";"1";"1";"47.528";"11825";"11825"
"9115";"Município (1991)";"230610";"Irauçuba";"1848";"1991";"8004";"1991";"Particular permanente";"1";"1";"17.155";"3239";"3239"
"9115";"Município (1991)";"291460";"Irecê";"1849";"1991";"8004";"1991";"Particular permanente";"1";"1";"50.368";"10626";"10626"
"9115";"Município (1991)";"411080";"Iretama";"1850";"1991";"8004";"1991";"Particular permanente";"1";"1";"15.772";"3447";"3447"
"9115";"Município (1991)";"420790";"Irineópolis";"1851";"1991";"8004";"1991";"Particular permanente";"1";"1";"9.666";"2188";"2188"
"9115";"Município (1991)";"150350";"Irituia";"1852";"1991";"8004";"1991";"Particular permanente";"1";"1";"31.049";"5435";"5435"
"9115";"Município (1991)";"220490";"Isaías Coelho";"1853";"1991";"8004";"1991";"Particular permanente";"1";"1";"7.614";"1492";"1492"
"9115";"Município (1991)";"521030";"Israelândia";"1854";"1991";"8004";"1991";"Particular permanente";"1";"1";"3.353";"880";"880"
"9115";"Município (1991)";"420800";"Itá";"1855";"1991";"8004";"1991";"Particular permanente";"1";"1";"8.191";"1898";"1898"
"9115";"Município (1991)";"280290";"Itabaiana";"1856";"1991";"8004";"1991";"Particular permanente";"1";"1";"64.734";"15237";"15237"
"9115";"Município (1991)";"250690";"Itabaiana";"1857";"1991";"8004";"1991";"Particular permanente";"1";"1";"26.383";"6244";"6244"
"9115";"Município (1991)";"280300";"Itabaianinha";"1858";"1991";"8004";"1991";"Particular permanente";"1";"1";"30.851";"6477";"6477"
"9115";"Município (1991)";"291465";"Itabela";"1859";"1991";"8004";"1991";"Particular permanente";"1";"1";"20.815";"4444";"4444"
"9115";"Município (1991)";"352170";"Itaberá";"1860";"1991";"8004";"1991";"Particular permanente";"1";"1";"17.813";"4456";"4456"
"9115";"Município (1991)";"291470";"Itaberaba";"1861";"1991";"8004";"1991";"Particular permanente";"1";"1";"53.393";"11389";"11389"
"9115";"Município (1991)";"521040";"Itaberaí";"1862";"1991";"8004";"1991";"Particular permanente";"1";"1";"24.776";"6217";"6217"
"9115";"Município (1991)";"280310";"Itabi";"1863";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.813";"1177";"1177"
"9115";"Município (1991)";"313170";"Itabira";"1864";"1991";"8004";"1991";"Particular permanente";"1";"1";"85.264";"18549";"18549"
"9115";"Município (1991)";"313180";"Itabirinha de Mantena";"1865";"1991";"8004";"1991";"Particular permanente";"1";"1";"10.091";"2377";"2377"
"9115";"Município (1991)";"313190";"Itabirito";"1866";"1991";"8004";"1991";"Particular permanente";"1";"1";"31.926";"7344";"7344"
"9115";"Município (1991)";"330190";"Itaboraí";"1867";"1991";"8004";"1991";"Particular permanente";"1";"1";"161.970";"40635";"40635"
"9115";"Município (1991)";"291480";"Itabuna";"1868";"1991";"8004";"1991";"Particular permanente";"1";"1";"184.221";"41125";"41125"
"9115";"Município (1991)";"171050";"Itacajá";"1869";"1991";"8004";"1991";"Particular permanente";"1";"1";"13.856";"2761";"2761"
"9115";"Município (1991)";"313200";"Itacambira";"1870";"1991";"8004";"1991";"Particular permanente";"1";"1";"6.727";"1045";"1045"
"9115";"Município (1991)";"313210";"Itacarambi";"1871";"1991";"8004";"1991";"Particular permanente";"1";"1";"21.528";"4138";"4138"
"9115";"Município (1991)";"291490";"Itacaré";"1872";"1991";"8004";"1991";"Particular permanente";"1";"1";"18.299";"4035";"4035"
"9115";"Município (1991)";"130190";"Itacoatiara";"1873";"1991";"8004";"1991";"Particular permanente";"1";"1";"58.013";"10138";"10138"
"9115";"Município (1991)";"260740";"Itacuruba";"1874";"1991";"8004";"1991";"Particular permanente";"1";"1";"3.200";"647";"647"
"9115";"Município (1991)";"431055";"Itacurubi";"1875";"1991";"8004";"1991";"Particular permanente";"1";"1";"3.369";"887";"887"
"9115";"Município (1991)";"291500";"Itaeté";"1876";"1991";"8004";"1991";"Particular permanente";"1";"1";"14.237";"2889";"2889"
"9115";"Município (1991)";"291510";"Itagi";"1877";"1991";"8004";"1991";"Particular permanente";"1";"1";"14.522";"2924";"2924"
"9115";"Município (1991)";"291520";"Itagibá";"1878";"1991";"8004";"1991";"Particular permanente";"1";"1";"19.776";"3856";"3856"
"9115";"Município (1991)";"291530";"Itagimirim";"1879";"1991";"8004";"1991";"Particular permanente";"1";"1";"7.853";"1680";"1680"
"9115";"Município (1991)";"320270";"Itaguaçu";"1880";"1991";"8004";"1991";"Particular permanente";"1";"1";"13.322";"3200";"3200"
"9115";"Município (1991)";"291535";"Itaguaçu da Bahia";"1881";"1991";"8004";"1991";"Particular permanente";"1";"1";"17.114";"3262";"3262"
"9115";"Município (1991)";"330200";"Itaguaí";"1882";"1991";"8004";"1991";"Particular permanente";"1";"1";"112.642";"28646";"28646"
"9115";"Município (1991)";"411090";"Itaguajé";"1883";"1991";"8004";"1991";"Particular permanente";"1";"1";"5.045";"1227";"1227"
"9115";"Município (1991)";"313220";"Itaguara";"1884";"1991";"8004";"1991";"Particular permanente";"1";"1";"10.615";"2614";"2614"
"9115";"Município (1991)";"521056";"Itaguari";"1885";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.083";"1030";"1030"
"9115";"Município (1991)";"521060";"Itaguaru";"1886";"1991";"8004";"1991";"Particular permanente";"1";"1";"6.400";"1589";"1589"
"9115";"Município (1991)";"171070";"Itaguatins";"1887";"1991";"8004";"1991";"Particular permanente";"1";"1";"11.035";"2210";"2210"
"9115";"Município (1991)";"352180";"Itaí";"1888";"1991";"8004";"1991";"Particular permanente";"1";"1";"17.568";"4269";"4269"
"9115";"Município (1991)";"260750";"Itaíba";"1889";"1991";"8004";"1991";"Particular permanente";"1";"1";"27.097";"5862";"5862"
"9115";"Município (1991)";"230620";"Itaiçaba";"1890";"1991";"8004";"1991";"Particular permanente";"1";"1";"5.659";"1309";"1309"
"9115";"Município (1991)";"220500";"Itainópolis";"1891";"1991";"8004";"1991";"Particular permanente";"1";"1";"13.490";"2959";"2959"
"9115";"Município (1991)";"420810";"Itaiópolis";"1892";"1991";"8004";"1991";"Particular permanente";"1";"1";"25.804";"5665";"5665"
"9115";"Município (1991)";"313230";"Itaipé";"1893";"1991";"8004";"1991";"Particular permanente";"1";"1";"15.670";"3152";"3152"
"9115";"Município (1991)";"150360";"Itaituba";"1894";"1991";"8004";"1991";"Particular permanente";"1";"1";"107.053";"21456";"21456"
"9115";"Município (1991)";"521080";"Itajá";"1895";"1991";"8004";"1991";"Particular permanente";"1";"1";"6.064";"1582";"1582"
"9115";"Município (1991)";"420820";"Itajaí";"1896";"1991";"8004";"1991";"Particular permanente";"1";"1";"118.873";"30516";"30516"
"9115";"Município (1991)";"352190";"Itajobi";"1897";"1991";"8004";"1991";"Particular permanente";"1";"1";"14.935";"3890";"3890"
"9115";"Município (1991)";"352200";"Itaju";"1898";"1991";"8004";"1991";"Particular permanente";"1";"1";"2.359";"616";"616"
"9115";"Município (1991)";"291540";"Itaju do Colônia";"1899";"1991";"8004";"1991";"Particular permanente";"1";"1";"9.748";"2105";"2105"
"9115";"Município (1991)";"313240";"Itajubá";"1900";"1991";"8004";"1991";"Particular permanente";"1";"1";"74.380";"17858";"17858"
"9115";"Município (1991)";"291550";"Itajuípe";"1901";"1991";"8004";"1991";"Particular permanente";"1";"1";"24.821";"5447";"5447"
"9115";"Município (1991)";"330205";"Italva";"1902";"1991";"8004";"1991";"Particular permanente";"1";"1";"12.742";"3393";"3393"
"9115";"Município (1991)";"260760";"Itamaracá";"1903";"1991";"8004";"1991";"Particular permanente";"1";"1";"10.030";"2237";"2237"
"9115";"Município (1991)";"291560";"Itamaraju";"1904";"1991";"8004";"1991";"Particular permanente";"1";"1";"64.093";"13645";"13645"
"9115";"Município (1991)";"313250";"Itamarandiba";"1905";"1991";"8004";"1991";"Particular permanente";"1";"1";"32.434";"6734";"6734"
"9115";"Município (1991)";"130195";"Itamarati";"1906";"1991";"8004";"1991";"Particular permanente";"1";"1";"9.062";"1434";"1434"
"9115";"Município (1991)";"313260";"Itamarati de Minas";"1907";"1991";"8004";"1991";"Particular permanente";"1";"1";"3.437";"886";"886"
"9115";"Município (1991)";"291570";"Itamari";"1908";"1991";"8004";"1991";"Particular permanente";"1";"1";"8.766";"1952";"1952"
"9115";"Município (1991)";"313270";"Itambacuri";"1909";"1991";"8004";"1991";"Particular permanente";"1";"1";"20.981";"4634";"4634"
"9115";"Município (1991)";"411100";"Itambaracá";"1910";"1991";"8004";"1991";"Particular permanente";"1";"1";"9.696";"2056";"2056"
"9115";"Município (1991)";"291580";"Itambé";"1911";"1991";"8004";"1991";"Particular permanente";"1";"1";"23.795";"4896";"4896"
"9115";"Município (1991)";"260765";"Itambé";"1912";"1991";"8004";"1991";"Particular permanente";"1";"1";"34.127";"6914";"6914"
"9115";"Município (1991)";"411110";"Itambé";"1913";"1991";"8004";"1991";"Particular permanente";"1";"1";"6.162";"1557";"1557"
"9115";"Município (1991)";"313280";"Itambé do Mato Dentro";"1914";"1991";"8004";"1991";"Particular permanente";"1";"1";"2.711";"605";"605"
"9115";"Município (1991)";"313290";"Itamogi";"1915";"1991";"8004";"1991";"Particular permanente";"1";"1";"9.211";"2459";"2459"
"9115";"Município (1991)";"313300";"Itamonte";"1916";"1991";"8004";"1991";"Particular permanente";"1";"1";"10.009";"2339";"2339"
"9115";"Município (1991)";"291590";"Itanagra";"1917";"1991";"8004";"1991";"Particular permanente";"1";"1";"5.470";"1093";"1093"
"9115";"Município (1991)";"352210";"Itanhaém";"1918";"1991";"8004";"1991";"Particular permanente";"1";"1";"45.637";"12097";"12097"
"9115";"Município (1991)";"313310";"Itanhandu";"1919";"1991";"8004";"1991";"Particular permanente";"1";"1";"11.240";"2771";"2771"
"9115";"Município (1991)";"291600";"Itanhém";"1920";"1991";"8004";"1991";"Particular permanente";"1";"1";"23.187";"5158";"5158"
"9115";"Município (1991)";"313320";"Itanhomi";"1921";"1991";"8004";"1991";"Particular permanente";"1";"1";"16.957";"3972";"3972"
"9115";"Município (1991)";"313330";"Itaobim";"1922";"1991";"8004";"1991";"Particular permanente";"1";"1";"20.228";"4476";"4476"
"9115";"Município (1991)";"330210";"Itaocara";"1923";"1991";"8004";"1991";"Particular permanente";"1";"1";"22.827";"6239";"6239"
"9115";"Município (1991)";"521090";"Itapaci";"1924";"1991";"8004";"1991";"Particular permanente";"1";"1";"12.576";"3111";"3111"
"9115";"Município (1991)";"230630";"Itapagé";"1925";"1991";"8004";"1991";"Particular permanente";"1";"1";"33.540";"6746";"6746"
"9115";"Município (1991)";"313340";"Itapagipe";"1926";"1991";"8004";"1991";"Particular permanente";"1";"1";"11.118";"2996";"2996"
"9115";"Município (1991)";"291610";"Itaparica";"1927";"1991";"8004";"1991";"Particular permanente";"1";"1";"14.784";"3157";"3157"
"9115";"Município (1991)";"291620";"Itapé";"1928";"1991";"8004";"1991";"Particular permanente";"1";"1";"15.598";"3006";"3006"
"9115";"Município (1991)";"291630";"Itapebi";"1929";"1991";"8004";"1991";"Particular permanente";"1";"1";"11.020";"2321";"2321"
"9115";"Município (1991)";"313350";"Itapecerica";"1930";"1991";"8004";"1991";"Particular permanente";"1";"1";"22.224";"5489";"5489"
"9115";"Município (1991)";"352220";"Itapecerica da Serra";"1931";"1991";"8004";"1991";"Particular permanente";"1";"1";"92.663";"21774";"21774"
"9115";"Município (1991)";"210540";"Itapecuru Mirim";"1932";"1991";"8004";"1991";"Particular permanente";"1";"1";"42.787";"8759";"8759"
"9115";"Município (1991)";"411120";"Itapejara d'Oeste";"1933";"1991";"8004";"1991";"Particular permanente";"1";"1";"9.023";"2231";"2231"
"9115";"Município (1991)";"420830";"Itapema";"1934";"1991";"8004";"1991";"Particular permanente";"1";"1";"12.021";"3155";"3155"
"9115";"Município (1991)";"320280";"Itapemirim";"1935";"1991";"8004";"1991";"Particular permanente";"1";"1";"44.233";"10353";"10353"
"9115";"Município (1991)";"330220";"Itaperuna";"1936";"1991";"8004";"1991";"Particular permanente";"1";"1";"77.286";"19570";"19570"
"9115";"Município (1991)";"260770";"Itapetim";"1937";"1991";"8004";"1991";"Particular permanente";"1";"1";"15.650";"3754";"3754"
"9115";"Município (1991)";"291640";"Itapetinga";"1938";"1991";"8004";"1991";"Particular permanente";"1";"1";"53.194";"11342";"11342"
"9115";"Município (1991)";"352230";"Itapetininga";"1939";"1991";"8004";"1991";"Particular permanente";"1";"1";"104.438";"26067";"26067"
"9115";"Município (1991)";"313360";"Itapeva";"1940";"1991";"8004";"1991";"Particular permanente";"1";"1";"5.513";"1482";"1482"
"9115";"Município (1991)";"352240";"Itapeva";"1941";"1991";"8004";"1991";"Particular permanente";"1";"1";"81.027";"19631";"19631"
"9115";"Município (1991)";"352250";"Itapevi";"1942";"1991";"8004";"1991";"Particular permanente";"1";"1";"107.648";"24753";"24753"
"9115";"Município (1991)";"291650";"Itapicuru";"1943";"1991";"8004";"1991";"Particular permanente";"1";"1";"24.826";"5333";"5333"
"9115";"Município (1991)";"230640";"Itapipoca";"1944";"1991";"8004";"1991";"Particular permanente";"1";"1";"76.942";"15162";"15162"
"9115";"Município (1991)";"352260";"Itapira";"1945";"1991";"8004";"1991";"Particular permanente";"1";"1";"55.958";"14414";"14414"
"9115";"Município (1991)";"130200";"Itapiranga";"1946";"1991";"8004";"1991";"Particular permanente";"1";"1";"5.136";"975";"975"
"9115";"Município (1991)";"420840";"Itapiranga";"1947";"1991";"8004";"1991";"Particular permanente";"1";"1";"21.182";"4692";"4692"
"9115";"Município (1991)";"521100";"Itapirapuã";"1948";"1991";"8004";"1991";"Particular permanente";"1";"1";"9.020";"2361";"2361"
"9115";"Município (1991)";"260775";"Itapissuma";"1949";"1991";"8004";"1991";"Particular permanente";"1";"1";"16.348";"3534";"3534"
"9115";"Município (1991)";"291660";"Itapitanga";"1950";"1991";"8004";"1991";"Particular permanente";"1";"1";"10.389";"2238";"2238"
"9115";"Município (1991)";"230650";"Itapiúna";"1951";"1991";"8004";"1991";"Particular permanente";"1";"1";"12.838";"2665";"2665"
"9115";"Município (1991)";"420845";"Itapoá";"1952";"1991";"8004";"1991";"Particular permanente";"1";"1";"3.943";"964";"964"
"9115";"Município (1991)";"352270";"Itápolis";"1953";"1991";"8004";"1991";"Particular permanente";"1";"1";"32.836";"8652";"8652"
"9115";"Município (1991)";"500450";"Itaporã";"1954";"1991";"8004";"1991";"Particular permanente";"1";"1";"15.873";"3943";"3943"
"9115";"Município (1991)";"171110";"Itaporã do Tocantins";"1955";"1991";"8004";"1991";"Particular permanente";"1";"1";"3.652";"780";"780"
"9115";"Município (1991)";"352280";"Itaporanga";"1956";"1991";"8004";"1991";"Particular permanente";"1";"1";"14.264";"3609";"3609"
"9115";"Município (1991)";"250700";"Itaporanga";"1957";"1991";"8004";"1991";"Particular permanente";"1";"1";"19.727";"4152";"4152"
"9115";"Município (1991)";"280320";"Itaporanga d'Ajuda";"1958";"1991";"8004";"1991";"Particular permanente";"1";"1";"20.200";"4113";"4113"
"9115";"Município (1991)";"250710";"Itapororoca";"1959";"1991";"8004";"1991";"Particular permanente";"1";"1";"13.416";"2824";"2824"
"9115";"Município (1991)";"352290";"Itapuí";"1960";"1991";"8004";"1991";"Particular permanente";"1";"1";"8.978";"2280";"2280"
"9115";"Município (1991)";"352300";"Itapura";"1961";"1991";"8004";"1991";"Particular permanente";"1";"1";"3.747";"931";"931"
"9115";"Município (1991)";"521120";"Itapuranga";"1962";"1991";"8004";"1991";"Particular permanente";"1";"1";"30.967";"7803";"7803"
"9115";"Município (1991)";"352310";"Itaquaquecetuba";"1963";"1991";"8004";"1991";"Particular permanente";"1";"1";"163.595";"37495";"37495"
"9115";"Município (1991)";"291670";"Itaquara";"1964";"1991";"8004";"1991";"Particular permanente";"1";"1";"7.170";"1661";"1661"
"9115";"Município (1991)";"431060";"Itaqui";"1965";"1991";"8004";"1991";"Particular permanente";"1";"1";"39.882";"10240";"10240"
"9115";"Município (1991)";"500460";"Itaquiraí";"1966";"1991";"8004";"1991";"Particular permanente";"1";"1";"12.339";"2726";"2726"
"9115";"Município (1991)";"260780";"Itaquitinga";"1967";"1991";"8004";"1991";"Particular permanente";"1";"1";"14.005";"2877";"2877"
"9115";"Município (1991)";"320290";"Itarana";"1968";"1991";"8004";"1991";"Particular permanente";"1";"1";"10.368";"2395";"2395"
"9115";"Município (1991)";"291680";"Itarantim";"1969";"1991";"8004";"1991";"Particular permanente";"1";"1";"17.179";"3626";"3626"
"9115";"Município (1991)";"352320";"Itararé";"1970";"1991";"8004";"1991";"Particular permanente";"1";"1";"43.919";"11045";"11045"
"9115";"Município (1991)";"230655";"Itarema";"1971";"1991";"8004";"1991";"Particular permanente";"1";"1";"25.483";"4638";"4638"
"9115";"Município (1991)";"352330";"Itariri";"1972";"1991";"8004";"1991";"Particular permanente";"1";"1";"11.578";"2703";"2703"
"9115";"Município (1991)";"521130";"Itarumã";"1973";"1991";"8004";"1991";"Particular permanente";"1";"1";"5.590";"1507";"1507"
