"Código do Nível Geográfico";"Nível Geográfico";"Código do Item Geográfico";"Item Geográfico";"Ordem Geográfica";"Código do Item Temporal";"Nível Temporal";"Item Temporal";"Domicílio, espécie";"Domicílio, espécie (código)";"Domicílio, espécie (ordem)";"Frequência";"Observações"
"9115";"Município (1991)";"230730";"Juazeiro do Norte";"2153";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"37055";"37055"
"9115";"Município (1991)";"230740";"Jucás";"2154";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"4552";"4552"
"9115";"Município (1991)";"291845";"Jucuruçu";"2155";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3130";"3130"
"9115";"Município (1991)";"240610";"Jucurutu";"2156";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3284";"3284"
"9115";"Município (1991)";"510515";"Juína";"2157";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"8456";"8456"
"9115";"Município (1991)";"313670";"Juiz de Fora";"2158";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"100498";"100498"
"9115";"Município (1991)";"431120";"Júlio de Castilhos";"2159";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"6441";"6441"
"9115";"Município (1991)";"352580";"Júlio Mesquita";"2160";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"885";"885"
"9115";"Município (1991)";"250780";"Junco do Seridó";"2161";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1155";"1155"
"9115";"Município (1991)";"270390";"Jundiá";"2162";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2705";"2705"
"9115";"Município (1991)";"352590";"Jundiaí";"2163";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"73977";"73977"
"9115";"Município (1991)";"411290";"Jundiaí do Sul";"2164";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1027";"1027"
"9115";"Município (1991)";"270400";"Junqueiro";"2165";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"4526";"4526"
"9115";"Município (1991)";"352600";"Junqueirópolis";"2166";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"4695";"4695"
"9115";"Município (1991)";"260830";"Jupi";"2167";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"4609";"4609"
"9115";"Município (1991)";"352610";"Juquiá";"2168";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3906";"3906"
"9115";"Município (1991)";"352620";"Juquitiba";"2169";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"4906";"4906"
"9115";"Município (1991)";"313680";"Juramento";"2170";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1329";"1329"
"9115";"Município (1991)";"411295";"Juranda";"2171";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2057";"2057"
"9115";"Município (1991)";"260840";"Jurema";"2172";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2978";"2978"
"9115";"Município (1991)";"250790";"Juripiranga";"2173";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2202";"2202"
"9115";"Município (1991)";"250800";"Juru";"2174";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2084";"2084"
"9115";"Município (1991)";"130220";"Juruá";"2175";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"814";"814"
"9115";"Município (1991)";"313690";"Juruaia";"2176";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1533";"1533"
"9115";"Município (1991)";"510517";"Juruena";"2177";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1360";"1360"
"9115";"Município (1991)";"150390";"Juruti";"2178";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3899";"3899"
"9115";"Município (1991)";"510520";"Juscimeira";"2179";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2647";"2647"
"9115";"Município (1991)";"411300";"Jussara";"2180";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1578";"1578"
"9115";"Município (1991)";"291850";"Jussara";"2181";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2776";"2776"
"9115";"Município (1991)";"521220";"Jussara";"2182";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"5220";"5220"
"9115";"Município (1991)";"291855";"Jussari";"2183";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1917";"1917"
"9115";"Município (1991)";"291860";"Jussiape";"2184";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1864";"1864"
"9115";"Município (1991)";"130230";"Jutaí";"2185";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2312";"2312"
"9115";"Município (1991)";"500515";"Juti";"2186";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1215";"1215"
"9115";"Município (1991)";"411310";"Kaloré";"2187";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1626";"1626"
"9115";"Município (1991)";"130240";"Lábrea";"2188";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"5333";"5333"
"9115";"Município (1991)";"420920";"Lacerdópolis";"2189";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"493";"493"
"9115";"Município (1991)";"313700";"Ladainha";"2190";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3348";"3348"
"9115";"Município (1991)";"500520";"Ladário";"2191";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2622";"2622"
"9115";"Município (1991)";"291870";"Lafaiete Coutinho";"2192";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1139";"1139"
"9115";"Município (1991)";"313710";"Lagamar";"2193";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2054";"2054"
"9115";"Município (1991)";"280350";"Lagarto";"2194";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"16388";"16388"
"9115";"Município (1991)";"420930";"Lages";"2195";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"36952";"36952"
"9115";"Município (1991)";"210570";"Lago da Pedra";"2196";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"9395";"9395"
"9115";"Município (1991)";"210580";"Lago do Junco";"2197";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3686";"3686"
"9115";"Município (1991)";"210590";"Lago Verde";"2198";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2466";"2466"
"9115";"Município (1991)";"250810";"Lagoa";"2199";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1157";"1157"
"9115";"Município (1991)";"270410";"Lagoa da Canoa";"2200";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3339";"3339"
"9115";"Município (1991)";"313720";"Lagoa da Prata";"2201";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"7443";"7443"
"9115";"Município (1991)";"240620";"Lagoa d'Anta";"2202";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1028";"1028"
"9115";"Município (1991)";"250820";"Lagoa de Dentro";"2203";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1723";"1723"
"9115";"Município (1991)";"240630";"Lagoa de Pedras";"2204";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1134";"1134"
"9115";"Município (1991)";"240640";"Lagoa de Velhos";"2205";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"459";"459"
"9115";"Município (1991)";"260850";"Lagoa do Itaenga";"2206";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3462";"3462"
"9115";"Município (1991)";"260860";"Lagoa do Ouro";"2207";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2433";"2433"
"9115";"Município (1991)";"260870";"Lagoa dos Gatos";"2208";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"4066";"4066"
"9115";"Município (1991)";"313730";"Lagoa dos Patos";"2209";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"859";"859"
"9115";"Município (1991)";"313740";"Lagoa Dourada";"2210";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2062";"2062"
"9115";"Município (1991)";"313750";"Lagoa Formosa";"2211";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3931";"3931"
"9115";"Município (1991)";"240650";"Lagoa Nova";"2212";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2186";"2186"
"9115";"Município (1991)";"291875";"Lagoa Real";"2213";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2096";"2096"
"9115";"Município (1991)";"240660";"Lagoa Salgada";"2214";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1269";"1269"
"9115";"Município (1991)";"313760";"Lagoa Santa";"2215";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"6881";"6881"
"9115";"Município (1991)";"250830";"Lagoa Seca";"2216";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"4487";"4487"
"9115";"Município (1991)";"431130";"Lagoa Vermelha";"2217";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"7793";"7793"
"9115";"Município (1991)";"431125";"Lagoão";"2218";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1447";"1447"
"9115";"Município (1991)";"352630";"Lagoinha";"2219";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1185";"1185"
"9115";"Município (1991)";"420940";"Laguna";"2220";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"11894";"11894"
"9115";"Município (1991)";"291880";"Laje";"2221";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3825";"3825"
"9115";"Município (1991)";"330230";"Laje do Muriaé";"2222";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1791";"1791"
"9115";"Município (1991)";"431140";"Lajeado";"2223";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"17685";"17685"
"9115";"Município (1991)";"291890";"Lajedão";"2224";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"940";"940"
"9115";"Município (1991)";"291900";"Lajedinho";"2225";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1200";"1200"
"9115";"Município (1991)";"260880";"Lajedo";"2226";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"7181";"7181"
"9115";"Município (1991)";"291905";"Lajedo do Tabocal";"2227";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1328";"1328"
"9115";"Município (1991)";"240670";"Lajes";"2228";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1955";"1955"
"9115";"Município (1991)";"240680";"Lajes Pintadas";"2229";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"992";"992"
"9115";"Município (1991)";"313770";"Lajinha";"2230";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3983";"3983"
"9115";"Município (1991)";"291910";"Lamarão";"2231";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1959";"1959"
"9115";"Município (1991)";"313780";"Lambari";"2232";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"4145";"4145"
"9115";"Município (1991)";"313790";"Lamim";"2233";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"776";"776"
"9115";"Município (1991)";"220560";"Landri Sales";"2234";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1237";"1237"
"9115";"Município (1991)";"411320";"Lapa";"2235";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"9672";"9672"
"9115";"Município (1991)";"291915";"Lapão";"2236";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"4294";"4294"
"9115";"Município (1991)";"320316";"Laranja da Terra";"2237";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2583";"2583"
"9115";"Município (1991)";"313800";"Laranjal";"2238";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1567";"1567"
"9115";"Município (1991)";"160027";"Laranjal do Jari";"2239";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"4271";"4271"
"9115";"Município (1991)";"352640";"Laranjal Paulista";"2240";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"4895";"4895"
"9115";"Município (1991)";"280360";"Laranjeiras";"2241";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3838";"3838"
"9115";"Município (1991)";"411330";"Laranjeiras do Sul";"2242";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"12278";"12278"
"9115";"Município (1991)";"313810";"Lassance";"2243";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1479";"1479"
"9115";"Município (1991)";"250840";"Lastro";"2244";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"608";"608"
"9115";"Município (1991)";"420950";"Laurentino";"2245";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1082";"1082"
"9115";"Município (1991)";"291920";"Lauro de Freitas";"2246";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"15430";"15430"
"9115";"Município (1991)";"420960";"Lauro Muller";"2247";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3454";"3454"
"9115";"Município (1991)";"352650";"Lavínia";"2248";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1386";"1386"
"9115";"Município (1991)";"313820";"Lavras";"2249";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"16278";"16278"
"9115";"Município (1991)";"230750";"Lavras da Mangabeira";"2250";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"6531";"6531"
"9115";"Município (1991)";"431150";"Lavras do Sul";"2251";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2580";"2580"
"9115";"Município (1991)";"352660";"Lavrinhas";"2252";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1027";"1027"
"9115";"Município (1991)";"313830";"Leandro Ferreira";"2253";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"735";"735"
"9115";"Município (1991)";"420970";"Lebon Régis";"2254";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2510";"2510"
"9115";"Município (1991)";"352670";"Leme";"2255";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"16700";"16700"
"9115";"Município (1991)";"291930";"Lençóis";"2256";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1637";"1637"
"9115";"Município (1991)";"352680";"Lençóis Paulista";"2257";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"10854";"10854"
"9115";"Município (1991)";"420980";"Leoberto Leal";"2258";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"997";"997"
"9115";"Município (1991)";"313840";"Leopoldina";"2259";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"11224";"11224"
"9115";"Município (1991)";"521230";"Leopoldo de Bulhões";"2260";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1766";"1766"
"9115";"Município (1991)";"411340";"Leópolis";"2261";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1145";"1145"
"9115";"Município (1991)";"431160";"Liberato Salzano";"2262";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1904";"1904"
"9115";"Município (1991)";"313850";"Liberdade";"2263";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1384";"1384"
"9115";"Município (1991)";"291940";"Licínio de Almeida";"2264";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2851";"2851"
"9115";"Município (1991)";"210600";"Lima Campos";"2265";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2790";"2790"
"9115";"Município (1991)";"313860";"Lima Duarte";"2266";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3621";"3621"
"9115";"Município (1991)";"352690";"Limeira";"2267";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"51888";"51888"
"9115";"Município (1991)";"260890";"Limoeiro";"2268";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"12459";"12459"
"9115";"Município (1991)";"270420";"Limoeiro de Anadia";"2269";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3953";"3953"
"9115";"Município (1991)";"150400";"Limoeiro do Ajuru";"2270";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2518";"2518"
"9115";"Município (1991)";"230760";"Limoeiro do Norte";"2271";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"9110";"9110"
"9115";"Município (1991)";"411345";"Lindoeste";"2272";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1517";"1517"
"9115";"Município (1991)";"352700";"Lindóia";"2273";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1064";"1064"
"9115";"Município (1991)";"420985";"Lindóia do Sul";"2274";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1203";"1203"
"9115";"Município (1991)";"320320";"Linhares";"2275";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"26571";"26571"
"9115";"Município (1991)";"352710";"Lins";"2276";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"15074";"15074"
"9115";"Município (1991)";"250850";"Livramento";"2277";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1497";"1497"
"9115";"Município (1991)";"291950";"Livramento do Brumado";"2278";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"6687";"6687"
"9115";"Município (1991)";"171240";"Lizarda";"2279";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"808";"808"
"9115";"Município (1991)";"411350";"Loanda";"2280";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"4353";"4353"
"9115";"Município (1991)";"411360";"Lobato";"2281";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"933";"933"
"9115";"Município (1991)";"411370";"Londrina";"2282";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"99958";"99958"
"9115";"Município (1991)";"420990";"Lontras";"2283";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1897";"1897"
"9115";"Município (1991)";"352720";"Lorena";"2284";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"17587";"17587"
"9115";"Município (1991)";"210610";"Loreto";"2285";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1739";"1739"
"9115";"Município (1991)";"352730";"Louveira";"2286";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3821";"3821"
"9115";"Município (1991)";"510525";"Lucas do Rio Verde";"2287";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1601";"1601"
"9115";"Município (1991)";"352740";"Lucélia";"2288";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"4954";"4954"
"9115";"Município (1991)";"250860";"Lucena";"2289";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1637";"1637"
"9115";"Município (1991)";"352750";"Lucianópolis";"2290";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"596";"596"
"9115";"Município (1991)";"510530";"Luciára";"2291";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1192";"1192"
"9115";"Município (1991)";"240690";"Lucrécia";"2292";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"611";"611"
"9115";"Município (1991)";"352760";"Luís Antônio";"2293";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1160";"1160"
"9115";"Município (1991)";"220570";"Luís Correia";"2294";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"5392";"5392"
"9115";"Município (1991)";"210620";"Luís Domingues";"2295";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1686";"1686"
"9115";"Município (1991)";"240700";"Luís Gomes";"2296";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2317";"2317"
"9115";"Município (1991)";"421000";"Luiz Alves";"2297";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1509";"1509"
"9115";"Município (1991)";"411373";"Luiziana";"2298";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2070";"2070"
"9115";"Município (1991)";"352770";"Luiziânia";"2299";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1022";"1022"
"9115";"Município (1991)";"313870";"Luminárias";"2300";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1338";"1338"
"9115";"Município (1991)";"411375";"Lunardelli";"2301";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1803";"1803"
"9115";"Município (1991)";"352780";"Lupércio";"2302";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"970";"970"
"9115";"Município (1991)";"411380";"Lupionópolis";"2303";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1157";"1157"
"9115";"Município (1991)";"352790";"Lutécia";"2304";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"687";"687"
"9115";"Município (1991)";"313880";"Luz";"2305";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"4204";"4204"
"9115";"Município (1991)";"521250";"Luziânia";"2306";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"47156";"47156"
"9115";"Município (1991)";"220580";"Luzilândia";"2307";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"6929";"6929"
"9115";"Município (1991)";"330240";"Macaé";"2308";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"26126";"26126"
"9115";"Município (1991)";"240710";"Macaíba";"2309";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"9353";"9353"
"9115";"Município (1991)";"291960";"Macajuba";"2310";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2324";"2324"
"9115";"Município (1991)";"280370";"Macambira";"2311";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1199";"1199"
"9115";"Município (1991)";"160030";"Macapá";"2312";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"33233";"33233"
"9115";"Município (1991)";"260900";"Macaparana";"2313";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"4519";"4519"
"9115";"Município (1991)";"291970";"Macarani";"2314";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3075";"3075"
"9115";"Município (1991)";"352800";"Macatuba";"2315";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3048";"3048"
"9115";"Município (1991)";"240720";"Macau";"2316";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"6096";"6096"
"9115";"Município (1991)";"352810";"Macaubal";"2317";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2040";"2040"
"9115";"Município (1991)";"291980";"Macaúbas";"2318";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"7120";"7120"
"9115";"Município (1991)";"352820";"Macedônia";"2319";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1014";"1014"
"9115";"Município (1991)";"270430";"Maceió";"2320";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"140407";"140407"
"9115";"Município (1991)";"313890";"Machacalis";"2321";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1429";"1429"
"9115";"Município (1991)";"431170";"Machadinho";"2322";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1773";"1773"
"9115";"Município (1991)";"110013";"Machadinho D'Oeste";"2323";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3667";"3667"
"9115";"Município (1991)";"313900";"Machado";"2324";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"7307";"7307"
"9115";"Município (1991)";"260910";"Machados";"2325";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1949";"1949"
"9115";"Município (1991)";"291990";"Macururé";"2326";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1452";"1452"
"9115";"Município (1991)";"230763";"Madalena";"2327";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2654";"2654"
"9115";"Município (1991)";"291992";"Madre de Deus";"2328";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1919";"1919"
"9115";"Município (1991)";"313910";"Madre de Deus de Minas";"2329";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"925";"925"
"9115";"Município (1991)";"250870";"Mãe d'Água";"2330";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"940";"940"
"9115";"Município (1991)";"150405";"Mãe do Rio";"2331";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"4981";"4981"
"9115";"Município (1991)";"291995";"Maetinga";"2332";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2092";"2092"
"9115";"Município (1991)";"421010";"Mafra";"2333";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"11169";"11169"
"9115";"Município (1991)";"150410";"Magalhães Barata";"2334";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1352";"1352"
"9115";"Município (1991)";"210630";"Magalhães de Almeida";"2335";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2174";"2174"
"9115";"Município (1991)";"352830";"Magda";"2336";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"991";"991"
"9115";"Município (1991)";"330250";"Magé";"2337";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"48265";"48265"
"9115";"Município (1991)";"292000";"Maiquinique";"2338";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1601";"1601"
"9115";"Município (1991)";"292010";"Mairi";"2339";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"4669";"4669"
"9115";"Município (1991)";"352840";"Mairinque";"2340";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"10474";"10474"
"9115";"Município (1991)";"352850";"Mairiporã";"2341";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"9918";"9918"
"9115";"Município (1991)";"521260";"Mairipotaba";"2342";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"692";"692"
"9115";"Município (1991)";"421020";"Major Gercino";"2343";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"925";"925"
"9115";"Município (1991)";"270440";"Major Isidoro";"2344";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3743";"3743"
"9115";"Município (1991)";"421030";"Major Vieira";"2345";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1769";"1769"
"9115";"Município (1991)";"313920";"Malacacheta";"2346";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"7544";"7544"
"9115";"Município (1991)";"292020";"Malhada";"2347";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2764";"2764"
"9115";"Município (1991)";"292030";"Malhada de Pedras";"2348";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1470";"1470"
"9115";"Município (1991)";"280380";"Malhada dos Bois";"2349";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"550";"550"
"9115";"Município (1991)";"280390";"Malhador";"2350";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2210";"2210"
"9115";"Município (1991)";"411390";"Mallet";"2351";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2901";"2901"
"9115";"Município (1991)";"250880";"Malta";"2352";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1315";"1315"
"9115";"Município (1991)";"250890";"Mamanguape";"2353";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"10836";"10836"
"9115";"Município (1991)";"521270";"Mambaí";"2354";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1335";"1335"
"9115";"Município (1991)";"411400";"Mamborê";"2355";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"4020";"4020"
"9115";"Município (1991)";"130250";"Manacapuru";"2356";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"9606";"9606"
"9115";"Município (1991)";"250900";"Manaíra";"2357";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2292";"2292"
"9115";"Município (1991)";"130255";"Manaquiri";"2358";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1927";"1927"
"9115";"Município (1991)";"130260";"Manaus";"2359";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"205997";"205997"
