cod_mun;mun;uf;AVG MDPPO 1991;AVG MDPPO 1996;AVG MPPO 2000;AVG MDPPO 2007;AVG MDPPO 2010;AVG MDPPO 2022;MDPPO 1991;MDPPO 1996;MPPO 2000;MDPPO 2007;MDPPO 2010;MDPPO 2022;DPPO 1991;DPPO 1996;DPPO 2000;DPPO 2007;DPPO 2010;DPPO 2022;DPP 2022;DPPV 2022;DPPUO 2022
3300803;Cachoeiras de Macacu;RJ;3,90;3,56;3,49;3,19;3,04;2,56;40136;43332;48388;52952;54195;56912;10292;12161;13859;16613;17838;22265;30621;4346;4010
3300902;Cambuci;RJ;3,85;3,57;3,34;3,03;2,90;2,52;20946;20714;14577;14338;14793;14585;5442;5798;4365;4735;5109;5799;7662;1145;718
3300936;Carapebus;RJ;;;3,52;3,17;3,21;2,75;;;8634;10578;13317;13833;;;2451;3340;4151;5034;6992;841;1117
3300951;Comendador Levy Gasparian;RJ;;3,96;3,72;3,38;3,29;2,89;;7414;7899;8314;8168;8710;;1872;2122;2459;2485;3015;3780;434;331
3301009;Campos dos Goytacazes;RJ;4,05;3,80;3,62;;3,24;2,74;387641;388005;405568;;461375;481324;95749;102076;112095;;142416;175744;233861;39103;19014
3301108;Cantagalo;RJ;4,06;3,78;3,65;3,23;3,08;2,65;19523;20023;19703;19643;19762;19347;4814;5294;5402;6082;6423;7289;9428;1176;963
3301157;Cardoso Moreira;RJ;;3,54;3,34;3,01;2,92;2,60;;11938;12586;12175;12481;12937;;3373;3770;4040;4281;4985;6430;1116;329
3301207;Carmo;RJ;3,93;3,65;3,47;3,16;3,00;2,55;14042;14679;14803;16405;17206;17045;3574;4019;4270;5185;5741;6683;8017;890;444
3301306;Casimiro de Abreu;RJ;3,90;3,60;3,45;3,16;3,06;2,72;33640;20058;21800;26976;35191;46022;8634;5576;6312;8537;11489;16907;24687;4023;3757
3301405;Conceição de Macabu;RJ;4,12;3,76;3,59;3,26;3,13;2,66;16708;17672;18539;19288;21023;20992;4057;4699;5161;5909;6708;7901;10553;1623;1029
3301504;Cordeiro;RJ;3,91;3,69;3,51;3,16;3,09;2,61;20737;21473;18562;18967;20419;20736;5298;5825;5289;6002;6603;7959;9626;1071;596
3301603;Duas Barras;RJ;4,18;3,70;3,53;3,20;3,07;2,64;9843;9745;10321;10412;10901;10959;2356;2636;2920;3250;3551;4151;5494;738;605
3301702;Duque de Caxias;RJ;3,86;3,60;3,52;;3,17;2,71;666426;712145;772956;;854077;807276;172658;197550;219876;;269353;298064;354802;48875;7863
3301801;Engenheiro Paulo de Frontin;RJ;3,88;3,49;3,32;2,99;3,00;2,55;11911;12508;12101;12420;13180;12201;3068;3583;3643;4150;4394;4791;6567;979;797
3301850;Guapimirim;RJ;;3,72;3,56;3,27;3,27;2,79;;32566;37775;44507;51402;51540;;8759;10622;13600;15741;18498;25652;3018;4136
3301876;Iguaba Grande;RJ;;;3,35;3,09;3,01;2,71;;;15022;19683;22836;27911;;;4479;6378;7580;10312;21394;2377;8705
3301900;Itaboraí;RJ;3,99;3,69;3,49;;3,13;2,59;161970;183561;185931;;217606;223888;40635;49803;53302;;69422;86584;111028;19638;4806
3302007;Itaguaí;RJ;3,93;3,70;3,56;3,23;3,21;2,76;112642;124598;81729;95136;108937;116492;28646;33694;22985;29436;33910;42279;57630;9312;6039
3302056;Italva;RJ;3,76;3,46;3,28;2,99;2,88;2,51;12742;13149;12597;13583;14052;14061;3393;3798;3842;4549;4877;5598;6680;819;263
3302106;Itaocara;RJ;3,66;3,42;3,23;2,96;2,85;2,52;22827;23165;22835;21973;22786;22819;6239;6782;7060;7417;7986;9046;11946;1783;1117
3302205;Itaperuna;RJ;3,95;3,65;3,44;3,09;2,99;2,61;77286;81797;86221;91965;95091;100311;19570;22437;25052;29791;31838;38479;49215;7124;3612
3302254;Itatiaia;RJ;4,07;3,78;3,58;3,09;3,06;2,71;15960;20943;24352;30959;28646;30767;3919;5541;6797;10032;9368;11374;15194;1816;2004
3302270;Japeri;RJ;;3,86;3,61;3,28;3,28;2,84;;72939;83171;91500;93252;91195;;18900;23029;27880;28409;32110;39011;5060;1841
3302304;Laje do Muriaé;RJ;4,15;3,86;3,59;3,23;3,12;2,69;7438;7562;7852;7764;7466;7335;1791;1960;2186;2407;2395;2728;3793;760;305
3302403;Macaé;RJ;3,84;3,62;3,47;3,10;3,09;2,65;100409;120009;131619;168666;206374;246134;26126;33177;37959;54380;66890;92716;123487;22733;8038
3302452;Macuco;RJ;;;3,74;3,24;3,19;2,79;;;4696;5236;5265;5415;;;1256;1615;1652;1940;2221;177;104
3302502;Magé;RJ;3,96;3,68;3,53;;3,21;2,73;191095;182624;205138;;226212;226035;48265;49663;58130;;70394;82906;110109;18274;8929
3302601;Mangaratiba;RJ;3,67;3,54;3,40;3,18;3,08;2,61;17560;19795;24438;29139;36321;41186;4786;5596;7189;9176;11788;15765;43704;4016;23923
3302700;Maricá;RJ;3,71;3,50;3,34;3,06;2,97;2,68;46260;60064;76335;105010;127315;196864;12483;17146;22864;34287;42810;73454;106407;12466;20487
3302809;Mendes;RJ;3,80;3,49;3,36;3,05;2,91;2,52;16531;17140;17201;17235;17916;17461;4350;4915;5112;5644;6167;6917;8943;1268;758
3302858;Mesquita;RJ;;;;;3,17;2,66;;;;;168301;166824;;;;;53103;62611;66622;3731;280
3302908;Miguel Pereira;RJ;3,80;3,60;3,31;3,03;2,95;2,59;19361;19922;23670;24543;24567;26550;5097;5541;7147;8107;8324;10250;14412;1826;2336
3303005;Miracema;RJ;4,14;3,90;3,69;3,36;3,27;2,79;24949;24341;26947;26131;26782;26823;6028;6235;7305;7767;8186;9601;11704;1470;633
3303104;Natividade;RJ;3,99;3,65;3,44;3,16;3,03;2,64;21714;15060;14952;14846;15018;15012;5436;4123;4342;4692;4963;5691;7499;1152;656
3303203;Nilópolis;RJ;3,76;3,57;3,46;3,14;3,11;2,57;157901;155080;153455;153429;157296;146640;41989;43477;44407;48854;50514;57005;59807;2701;101
3303302;Niterói;RJ;3,47;3,28;3,17;;2,87;2,47;432054;446593;456377;;484918;480085;124627;136106;143823;;169237;194492;230590;27793;8305
3303401;Nova Friburgo;RJ;3,66;3,35;3,22;;2,86;2,47;165567;168270;172158;;181379;189322;45235;50304;53536;;63530;76597;97082;12057;8428
3303500;Nova Iguaçu;RJ;3,94;3,65;3,52;;3,20;2,73;1295211;824630;917800;;795411;784572;328984;225963;260594;;248186;287615;351956;53235;11106
3303609;Paracambi;RJ;3,78;3,67;3,39;3,10;3,02;2,55;34172;37845;38716;41476;46011;41152;9044;10315;11419;13395;15249;16107;19343;2302;934
3303708;Paraíba do Sul;RJ;4,03;3,86;3,59;3,28;3,19;2,76;33581;33499;37113;39053;40942;41959;8341;8674;10352;11919;12827;15203;19099;2699;1197
3303807;Paraty;RJ;4,18;3,83;3,70;3,33;3,21;2,79;23637;26723;28896;32523;36797;45074;5661;6977;7811;9773;11460;16138;25682;2088;7456
3303856;Paty do Alferes;RJ;4,16;3,80;3,63;3,33;3,28;2,72;20823;22046;24714;24985;26253;29545;5009;5799;6813;7497;8002;10881;14281;1856;1544
3303906;Petrópolis;RJ;3,71;3,49;3,37;;3,06;2,57;252600;266667;284197;;294813;277958;68135;76452;84404;;96319;108238;138450;18077;12135
3303955;Pinheiral;RJ;;;3,62;3,23;3,19;2,75;;;19300;20841;22679;24264;;;5330;6446;7105;8814;10846;1404;628
3304003;Piraí;RJ;4,05;3,75;3,54;3,19;3,27;2,72;33602;40059;22056;24145;25992;27466;8301;10685;6224;7567;7948;10089;13107;1545;1473
3304102;Porciúncula;RJ;3,96;3,64;3,55;3,27;3,09;2,68;14464;15155;15933;17084;17706;17230;3653;4160;4490;5224;5721;6421;8178;1223;534
3304110;Porto Real;RJ;;;3,83;3,50;3,33;2,83;;;12047;14502;16534;20350;;;3148;4147;4959;7187;8716;1097;432
3304128;Quatis;RJ;;3,78;3,67;3,24;3,17;2,71;;9838;10684;11999;12708;13669;;2601;2912;3702;4010;5035;6295;758;502
3304144;Queimados;RJ;;3,81;3,64;3,34;3,26;2,74;;108322;121313;130028;137760;140327;;28444;33352;38987;42209;51217;61389;8569;1603
3304151;Quissamã;RJ;4,25;3,92;3,69;3,39;3,24;2,76;10461;12537;13651;17283;20189;22334;2459;3202;3701;5097;6228;8099;11065;1427;1539
3304201;Resende;RJ;3,97;3,71;3,53;3,17;3,09;2,67;91628;102371;103906;118205;119548;128808;23093;27562;29399;37239;38744;48207;59157;7185;3765
3304300;Rio Bonito;RJ;4,07;3,77;3,57;3,17;3,20;2,65;44146;45579;48961;51185;55004;56175;10842;12084;13715;16127;17171;21187;25844;3460;1197
3304409;Rio Claro;RJ;4,10;3,72;3,71;3,28;3,16;2,71;13648;14422;16137;17146;17368;17382;3328;3876;4355;5232;5498;6415;9127;1218;1494
3304508;Rio das Flores;RJ;4,18;3,68;3,81;3,45;3,41;2,87;6315;6359;7612;8190;8539;8946;1512;1726;1998;2372;2505;3122;3971;493;356
3304524;Rio das Ostras;RJ;;3,55;3,42;3,10;3,04;2,65;;27842;36161;74533;105413;156377;;7850;10571;24053;34666;59069;87951;13866;15016
3304557;Rio de Janeiro;RJ;3,48;3,31;3,22;;2,93;2,53;5428479;5504436;5807229;;6283486;6174549;1560338;1664410;1801863;;2144445;2436971;2916307;388344;90992
3304607;Santa Maria Madalena;RJ;3,97;3,76;3,46;3,12;2,97;2,56;10811;10794;10430;10369;10288;10198;2721;2869;3015;3326;3462;3989;5500;642;869
3304706;Santo Antônio de Pádua;RJ;3,81;3,60;3,38;3,11;2,99;2,60;39421;33993;38496;39963;40442;41195;10334;9452;11386;12844;13514;15817;20103;3028;1258
3304755;São Francisco de Itabapoana;RJ;;;3,53;3,12;3,05;2,61;;;41227;44148;41195;45034;;;11663;14172;13497;17278;36145;5631;13236
3304805;São Fidélis;RJ;3,71;3,50;3,28;3,02;2,92;2,61;34485;36458;36709;37368;37437;38908;9301;10425;11192;12378;12809;14908;19355;2798;1649
3304904;São Gonçalo;RJ;3,75;3,52;3,38;;3,06;2,50;777760;831467;888394;;997950;895610;207645;236344;262871;;325882;358103;413569;49943;5523
3305000;São João da Barra;RJ;3,93;3,70;3,36;3,12;3,07;2,52;59139;63437;27408;28809;32601;36492;15053;17154;8151;9245;10629;14464;31785;3543;13778
3305109;São João de Meriti;RJ;3,84;3,58;3,47;;3,11;2,61;424944;433759;448804;;458403;440727;110796;121269;129323;;147450;168771;177002;7680;551
3305133;São José de Ubá;RJ;;;3,58;3,23;3,06;2,63;;;6403;6805;6994;7067;;;1790;2110;2285;2682;3437;432;323
3305158;São José do Vale do Rio Preto;RJ;3,93;3,62;3,54;3,28;3,11;2,67;15387;16097;19208;19340;20186;22069;3911;4447;5421;5890;6501;8263;10103;1343;497
3305208;São Pedro da Aldeia;RJ;3,97;3,65;3,53;3,26;3,16;2,71;50208;65072;63005;75694;87706;103868;12653;17824;17838;23237;27743;38338;58455;8855;11262
3305307;São Sebastião do Alto;RJ;4,08;3,76;3,54;3,23;3,22;2,65;8089;8346;8402;8603;8874;7742;1983;2218;2371;2662;2757;2926;3917;621;370
3305406;Sapucaia;RJ;4,05;3,71;3,55;3,20;3,15;2,64;15334;16881;17121;16806;17498;17701;3782;4550;4825;5247;5559;6693;9093;1277;1123
3305505;Saquarema;RJ;3,84;3,61;3,46;3,02;3,21;2,62;37718;43847;51966;62052;74085;89266;9835;12150;15023;20576;23103;34117;63525;7409;21999
3305554;Seropédica;RJ;;;3,58;3,33;3,19;2,72;;;64905;72282;77495;79896;;;18114;21721;24256;29321;39850;5689;4840
3305604;Silva Jardim;RJ;4,05;3,77;3,59;3,23;3,17;2,70;18090;19002;21138;21301;21294;21303;4465;5036;5896;6590;6713;7887;12140;2480;1773
3305703;Sumidouro;RJ;3,83;3,59;3,37;3,05;2,93;2,58;12945;13286;14114;14502;14850;15195;3383;3699;4182;4750;5073;5889;7205;934;382
3305752;Tanguá;RJ;;;3,58;3,18;3,16;2,69;;;25920;28148;30482;31008;;;7246;8865;9658;11548;14420;2131;741
3305802;Teresópolis;RJ;3,64;3,42;3,32;3,05;3,04;2,56;120083;124563;137211;149640;163356;164749;33028;36389;41293;49126;53782;64415;88186;11506;12265
3305901;Trajano de Moraes;RJ;4,22;3,80;3,57;3,23;3,12;2,63;10597;10548;10133;9629;10235;10248;2514;2777;2837;2982;3283;3895;5758;879;984
3306008;Três Rios;RJ;4,00;3,76;3,60;3,30;3,20;2,75;80826;65885;71695;72599;77122;78227;20190;17519;19920;22026;24108;28427;34541;4555;1559
3306107;Valença;RJ;3,92;3,72;3,52;3,17;3,09;2,62;60528;61368;65813;70436;71511;67926;15429;16509;18706;22207;23132;25919;34046;4328;3799
3306156;Varre-Sai;RJ;;3,95;3,72;3,40;3,32;2,81;;7551;7834;8279;9458;10200;;1911;2105;2436;2852;3627;4509;591;291
3306206;Vassouras;RJ;3,85;3,65;3,48;3,23;3,10;2,63;28351;28771;31079;32263;34230;33908;7355;7880;8928;9983;11049;12879;17699;2528;2292
3306305;Volta Redonda;RJ;3,79;3,55;3,41;;3,05;2,67;219591;231592;241502;;257331;261207;57936;65173;70867;;84307;97991;115568;14590;2987
3500105;Adamantina;SP;3,75;3,47;3,36;3,07;2,96;2,54;31893;32331;33150;33010;33486;34552;8513;9312;9876;10749;11328;13583;15942;1569;790
3500204;Adolfo;SP;3,78;3,62;3,41;3,13;2,96;2,64;3271;3363;3677;3602;3557;4351;866;928;1077;1150;1200;1650;2468;239;579
3500303;Aguaí;SP;3,93;3,72;3,55;3,32;3,24;2,79;23260;26147;27983;29968;32036;32008;5917;7035;7886;9029;9881;11480;13576;1417;679
3500402;Águas da Prata;SP;3,68;3,50;3,38;3,09;3,00;2,57;6616;7096;7047;7209;7507;7262;1799;2027;2084;2332;2506;2830;3906;491;585
3500501;Águas de Lindóia;SP;3,82;3,59;3,45;3,15;3,06;2,62;11689;13348;15960;15616;17136;17806;3060;3715;4631;4961;5595;6799;9928;925;2204
3500550;Águas de Santa Bárbara;SP;3,84;3,47;3,38;3,07;2,98;2,64;5831;4277;5015;5332;5581;7162;1520;1232;1485;1736;1871;2710;4255;614;931
3500600;Águas de São Pedro;SP;3,31;3,17;3,02;2,72;2,71;2,41;1614;1664;1848;2311;2687;2779;487;525;611;851;990;1153;1972;217;602
3500709;Agudos;SP;4,27;3,99;3,78;3,41;3,37;2,89;31484;32683;31996;33799;34258;37410;7370;8190;8463;9901;10171;12936;15401;1638;827
3500758;Alambari;SP;;3,77;3,73;3,28;3,19;2,87;;3439;3650;4070;4862;6131;;913;978;1240;1525;2139;3137;380;618
3500808;Alfredo Marcondes;SP;3,73;3,56;3,33;3,08;2,88;2,57;3482;3625;3697;3850;3879;4432;933;1019;1111;1249;1348;1726;2376;382;268
3500907;Altair;SP;4,02;3,87;3,58;3,29;3,20;2,69;3230;3467;3487;3264;3791;3439;803;896;975;992;1183;1278;1535;188;69
3501004;Altinópolis;SP;4,00;3,75;3,60;3,33;3,18;2,76;13534;13820;15341;15072;15523;16775;3382;3686;4266;4530;4875;6078;7674;926;670
3501103;Alto Alegre;SP;3,85;3,48;3,35;3,08;2,98;2,53;4761;4373;4212;4150;4102;3841;1237;1256;1259;1346;1375;1518;2099;387;194
3501152;Alumínio;SP;;3,95;3,76;3,48;3,36;2,91;;13238;15193;15545;16770;17276;;3355;4039;4467;4985;5944;7503;845;714
3501202;Álvares Florence;SP;3,72;3,31;3,25;2,86;2,73;2,54;5049;4545;4297;3900;3897;3901;1358;1373;1323;1365;1428;1533;2291;369;389
3501301;Álvares Machado;SP;3,95;3,68;3,47;3,26;3,16;2,76;18797;21349;22602;22811;23469;27208;4764;5804;6508;7005;7421;9869;12838;1664;1305
3501400;Álvaro de Carvalho;SP;4,19;3,80;3,73;3,53;3,25;2,70;3096;3068;3290;3344;3294;3151;739;807;883;948;1012;1168;1341;108;65
3501509;Alvinlândia;SP;4,22;4,00;3,82;3,34;3,29;2,86;2532;2617;2837;2787;2995;2885;600;654;743;834;910;1007;1220;160;53
3501608;Americana;SP;3,83;3,60;3,46;;3,10;2,65;152786;165719;181503;;209883;236515;39936;46008;52442;;67640;89205;104452;13257;1990
3501707;Américo Brasiliense;SP;4,32;4,05;3,78;3,51;3,34;2,88;20039;23891;28145;30952;34358;32920;4637;5895;7441;8809;10284;11411;12827;1027;389
3501806;Américo de Campos;SP;3,54;3,29;3,13;2,88;2,88;2,49;5590;5579;5575;5379;5700;5868;1577;1697;1782;1868;1976;2361;2911;298;252
3501905;Amparo;SP;3,90;3,73;3,58;3,25;3,19;2,76;50194;54959;60013;62317;65578;67683;12885;14731;16778;19161;20546;24491;29220;2506;2223
3502002;Analândia;SP;4,02;3,82;3,61;3,22;3,10;2,73;3012;3442;3552;4144;4261;4580;749;900;983;1285;1374;1679;2513;322;512
3502101;Andradina;SP;3,79;3,53;3,32;3,08;3,00;2,64;51756;53203;54150;53645;54222;57887;13645;15082;16299;17427;18080;21911;25186;2538;737
3502200;Angatuba;SP;3,96;3,71;3,55;3,22;3,14;2,82;20935;17720;19227;21458;22149;23956;5283;4772;5417;6667;7046;8493;10954;1212;1249
3502309;Anhembi;SP;3,62;3,46;3,40;3,25;3,14;2,75;3443;4153;4483;5261;5567;5654;950;1200;1317;1617;1772;2054;3416;489;873
3502408;Anhumas;SP;4,06;3,71;3,50;3,29;3,22;2,70;3224;3120;3356;3676;3717;4001;794;842;958;1117;1154;1481;1884;205;198
3502507;Aparecida;SP;4,12;3,94;3,79;3,44;3,35;2,85;32538;33719;34301;35483;34649;32345;7896;8565;9043;10306;10343;11364;13100;1385;351
3502606;Aparecida d'Oeste;SP;3,74;3,42;3,20;2,95;2,85;2,51;5087;4824;4912;4555;4419;4064;1361;1409;1535;1543;1553;1616;2109;300;193
3502705;Apiaí;SP;4,38;4,15;3,92;3,50;3,31;2,78;34836;23764;27001;25112;25078;24492;7954;5730;6887;7166;7566;8822;11068;1550;696
3502754;Araçariguama;SP;;3,84;3,82;3,67;3,43;2,90;;9197;11018;12225;16920;21462;;2393;2885;3329;4938;7399;9559;680;1480
3502804;Araçatuba;SP;3,84;3,54;3,39;;2,98;2,57;158842;162041;168653;;180686;199537;41390;45826;49784;;60614;77774;93556;11780;4002
3502903;Araçoiaba da Serra;SP;3,86;3,68;3,59;3,29;3,17;2,74;14388;17002;19911;23830;27182;32325;3726;4622;5551;7242;8568;11778;18457;1714;4965
3503000;Aramina;SP;3,77;3,60;3,42;3,24;3,12;2,70;4060;4217;4721;5015;5147;5405;1076;1170;1381;1546;1649;2002;2470;275;193
3503109;Arandu;SP;4,27;3,95;3,82;3,37;3,20;2,86;5613;5411;6035;5978;6078;6824;1316;1369;1578;1775;1899;2383;3621;414;824
3503158;Arapeí;SP;;3,60;3,64;3,29;3,12;2,63;;2331;2618;2526;2480;2330;;647;719;767;796;885;1392;213;294
3503208;Araraquara;SP;3,78;3,58;3,38;;3,01;2,60;165210;170938;180928;;206717;240422;43762;47717;53551;;68750;92512;113289;15436;5341
3503307;Araras;SP;4,00;3,84;3,63;3,39;3,25;2,72;86669;95186;103182;107479;117901;130528;21649;24813;28440;31738;36333;47974;58842;7560;3308
3503356;Arco-Íris;SP;;;3,56;3,19;2,99;2,79;;;2163;1998;1921;2044;;;607;627;643;733;1101;285;83
3503406;Arealva;SP;3,65;3,44;3,33;2,93;2,94;2,63;6828;6633;7212;7458;7818;8095;1869;1927;2166;2549;2661;3079;5013;617;1317
3503505;Areias;SP;4,56;4,12;3,88;3,62;3,37;2,85;3258;3398;3494;3518;3646;3507;715;824;901;971;1082;1231;1766;224;311
3503604;Areiópolis;SP;4,56;4,26;3,89;3,62;3,49;2,97;9953;10125;10281;10562;10568;10113;2185;2377;2640;2918;3028;3400;3953;407;146
3503703;Ariranha;SP;3,83;3,52;3,38;3,20;3,17;2,64;5838;6769;7456;8237;8533;7596;1525;1924;2206;2574;2691;2874;3431;412;145
3503802;Artur Nogueira;SP;4,06;3,89;3,66;3,36;3,27;2,83;27693;25966;32996;39402;44126;51419;6821;6679;9008;11722;13479;18150;21706;1953;1603
3503901;Arujá;SP;4,35;4,01;3,85;3,51;3,48;2,95;37292;50673;58391;72396;74669;86567;8572;12645;15184;20632;21436;29348;34301;3474;1479
3503950;Aspásia;SP;;3,57;3,37;3,14;2,99;2,71;;1966;1855;1786;1809;1839;;550;551;569;605;679;876;142;55
3504008;Assis;SP;3,76;3,47;3,34;3,09;3,00;2,62;84808;81982;86170;91660;93214;99861;22553;23595;25813;29622;31111;38161;44507;4135;2211
3504107;Atibaia;SP;3,91;3,73;3,63;3,31;3,28;2,79;85396;94627;109986;118570;125689;157804;21823;25396;30315;35838;38353;56522;73856;8131;9203
3504206;Auriflama;SP;3,83;3,54;3,39;3,11;3,00;2,53;12685;13374;13465;13688;14149;13662;3315;3776;3972;4400;4721;5393;6339;603;343
3504305;Avaí;SP;3,94;3,68;3,53;3,30;3,15;2,72;4584;4563;4477;4821;4914;4483;1162;1241;1270;1459;1562;1649;2480;462;369
3504404;Avanhandava;SP;3,99;3,74;3,57;3,37;3,30;2,82;7965;8382;8829;9670;10128;9981;1995;2241;2472;2870;3069;3539;4188;506;143
3504503;Avaré;SP;3,86;3,63;3,46;3,14;3,08;2,71;59910;68403;74212;77794;80925;90558;15533;18862;21463;24773;26241;33478;40225;3646;3101
3504602;Bady Bassitt;SP;3,85;3,55;3,38;3,22;3,10;2,74;5711;8151;11528;13021;14593;27248;1484;2293;3413;4049;4710;9958;12319;1841;520
3504701;Balbinos;SP;3,86;3,48;3,27;3,00;2,88;2,52;1200;1371;1313;1375;1357;1368;311;394;401;459;471;542;692;102;48
3504800;Bálsamo;SP;3,62;3,41;3,25;3,02;2,96;2,59;6769;7124;7340;7767;8152;9595;1870;2087;2257;2573;2753;3708;4525;518;299
3504909;Bananal;SP;4,07;3,73;3,58;3,25;3,09;2,68;11231;8922;9625;10171;10151;9942;2761;2395;2691;3125;3283;3710;5139;671;758
3505005;Barão de Antonina;SP;3,87;3,49;3,37;2,97;3,03;2,62;3026;2678;2787;2747;3110;3498;782;767;827;924;1025;1336;1937;290;311
3505104;Barbosa;SP;3,77;3,54;3,40;3,27;3,15;2,67;5357;5806;5837;6445;6455;5639;1420;1639;1715;1970;2051;2110;2877;409;358
3505203;Bariri;SP;3,76;3,55;3,42;3,34;3,15;2,68;24427;25671;28107;30853;31479;31541;6505;7235;8218;9235;9992;11749;14681;1882;1050
3505302;Barra Bonita;SP;3,95;3,75;3,52;3,25;3,15;2,66;30626;32642;35330;34948;35168;34249;7744;8714;10030;10755;11175;12894;14836;1401;541
3505351;Barra do Chapéu;SP;;4,17;3,92;3,53;3,34;2,76;;5009;4841;5053;5244;5179;;1202;1236;1432;1571;1876;2486;353;257
3505401;Barra do Turvo;SP;4,37;4,00;3,95;3,32;3,18;2,67;6701;7200;7849;7508;7652;6867;1535;1798;1989;2264;2404;2575;3934;749;610
3505500;Barretos;SP;3,69;3,53;3,39;3,15;3,09;2,63;94518;99861;103057;107345;111645;121957;25630;28328;30396;34032;36142;46316;55500;6213;2971
3505609;Barrinha;SP;4,17;3,95;3,76;3,57;3,38;2,87;18785;21870;24134;25565;28443;32086;4500;5531;6423;7169;8415;11196;12775;1231;348
3505708;Barueri;SP;4,22;3,93;3,75;;3,35;2,89;129582;176697;207752;;240595;316252;30730;45004;55383;;71790;109460;123998;12937;1601
3505807;Bastos;SP;4,18;3,94;3,68;3,33;3,21;2,85;19060;19922;20509;20578;20409;21489;4561;5055;5577;6188;6350;7537;8809;961;311
3505906;Batatais;SP;3,76;3,68;3,45;3,22;3,17;2,72;43545;47399;50765;53230;56242;58228;11578;12895;14702;16508;17740;21423;25101;2619;1059
3506003;Bauru;SP;3,78;3,62;3,45;;3,09;2,65;257229;288182;312112;;339654;371471;67991;79685;90531;;109875;140033;171155;22156;8966
3506102;Bebedouro;SP;3,91;3,65;3,52;3,27;3,15;2,72;67130;72233;74415;74554;74773;76121;17165;19766;21140;22791;23709;28032;32661;3580;1049
3506201;Bento de Abreu;SP;4,15;3,67;3,44;3,31;3,10;2,80;2393;2316;2394;2736;2674;2605;577;631;696;826;862;929;1108;134;45
3506300;Bernardino de Campos;SP;3,80;3,51;3,39;3,20;3,07;2,71;9963;10251;10620;10430;10709;10544;2619;2917;3130;3258;3493;3884;4671;554;233
3506359;Bertioga;SP;;3,48;3,48;3,29;3,26;2,82;;16707;29520;38453;47358;63985;;4802;8479;11671;14536;22728;61131;4432;33971
3506409;Bilac;SP;3,79;3,50;3,34;3,11;2,94;2,60;5396;5664;6021;6849;7028;7286;1422;1620;1801;2204;2392;2798;3360;377;185
3506508;Birigui;SP;3,89;3,63;3,45;3,15;3,04;2,61;74516;85084;94093;103088;108335;118612;19139;23451;27296;32758;35632;45368;54231;7720;1143
3506607;Biritiba Mirim;SP;4,28;3,99;3,83;3,51;3,40;2,84;17762;20048;24393;27445;28541;29623;4154;5023;6371;7830;8400;10436;14191;1644;2111
3506706;Boa Esperança do Sul;SP;4,08;3,89;3,61;3,37;3,28;2,78;11845;12838;12500;13141;13613;12945;2905;3304;3460;3895;4149;4655;5526;501;370
3506805;Bocaina;SP;3,72;3,67;3,45;3,33;3,26;2,75;7205;8520;9320;10244;10796;11234;1935;2321;2703;3079;3311;4079;5073;576;418
3506904;Bofete;SP;3,69;3,56;3,44;3,22;3,04;2,65;5658;6709;7342;8539;9616;10445;1534;1886;2133;2653;3164;3940;6628;855;1833
3507001;Boituva;SP;4,08;3,86;3,69;3,39;3,27;2,81;22921;28184;34036;40498;48229;61028;5624;7303;9218;11929;14739;21719;29037;3456;3862
3507100;Bom Jesus dos Perdões;SP;4,04;3,75;3,74;3,34;3,22;2,84;9787;10844;13150;16122;19683;21929;2422;2891;3513;4832;6118;7725;10312;1130;1457
3507159;Bom Sucesso de Itararé;SP;;4,19;4,18;3,89;3,60;3,02;;2727;3231;3635;3564;3554;;651;773;934;991;1175;1490;189;126
3507209;Borá;SP;3,91;3,63;3,50;3,28;3,37;2,82;746;756;795;804;805;907;191;208;227;245;239;322;413;51;40
3507308;Boracéia;SP;4,06;3,91;3,83;3,51;3,40;2,88;3449;3548;3739;4103;4265;4715;850;908;975;1169;1256;1635;2027;212;180
3507407;Borborema;SP;3,82;3,57;3,40;3,13;3,03;2,59;12061;12388;13124;13701;14456;14187;3160;3469;3855;4376;4774;5483;7953;904;1566
3507456;Borebi;SP;;3,86;3,75;3,44;3,25;2,81;;1768;1930;2162;2280;2713;;458;515;628;701;966;1248;193;89
3507506;Botucatu;SP;3,81;3,58;3,45;3,11;3,09;2,66;90134;100123;107728;120103;126871;144654;23643;27943;31245;38581;41102;54424;70272;9766;6082
3507605;Bragança Paulista;SP;3,92;3,74;3,61;3,31;3,26;2,78;108333;109327;124240;135593;145891;176393;27607;29235;34402;40954;44752;63444;76622;7411;5767
3507704;Braúna;SP;3,90;3,55;3,47;3,23;3,16;2,73;4239;4367;4383;4728;5015;5355;1086;1231;1262;1464;1588;1965;2470;335;170
3507753;Brejo Alegre;SP;;;3,50;3,22;3,13;2,63;;;2146;2354;2539;2530;;;613;730;811;962;1310;145;203
3507803;Brodowski;SP;3,89;3,70;3,58;3,36;3,30;2,83;13761;15487;17108;18980;21058;25157;3534;4181;4780;5641;6385;8879;10521;1105;537
3507902;Brotas;SP;3,86;3,71;3,50;3,21;3,19;2,76;14342;16909;18776;20881;21511;23799;3718;4563;5371;6501;6738;8624;11790;1347;1819
3508009;Buri;SP;4,14;3,84;3,74;3,52;3,36;2,90;14170;16218;17387;17499;18494;20225;3419;4220;4643;4978;5512;6972;8582;1025;585
