cod_mun;mun;uf;AVG MDPPO 1991;AVG MDPPO 1996;AVG MPPO 2000;AVG MDPPO 2007;AVG MDPPO 2010;AVG MDPPO 2022;MDPPO 1991;MDPPO 1996;MPPO 2000;MDPPO 2007;MDPPO 2010;MDPPO 2022;DPPO 1991;DPPO 1996;DPPO 2000;DPPO 2007;DPPO 2010;DPPO 2022;DPP 2022;DPPV 2022;DPPUO 2022
3165560;Sem-Peixe;MG;;;3,66;3,25;3,06;2,53;;;3160;2943;2846;2433;;;864;905;930;962;1356;226;168
3165578;Senador Amaral;MG;;4,10;3,89;3,45;3,30;2,96;;4827;5056;5049;5205;6194;;1176;1299;1464;1578;2091;2659;292;276
3165602;Senador Cortes;MG;3,97;3,74;3,63;3,46;3,15;2,80;1838;1924;2000;2011;1987;2239;463;514;551;581;631;801;1019;105;113
3165701;Senador Firmino;MG;4,33;3,90;3,71;3,30;3,14;2,63;6227;6361;6560;7003;7189;7670;1438;1631;1770;2121;2288;2914;4025;496;615
3165800;Senador José Bento;MG;3,99;3,58;3,82;3,02;2,97;2,61;2013;1980;2423;1908;1865;2068;505;553;635;632;629;792;1049;88;169
3165909;Senador Modestino Gonçalves;MG;4,87;4,49;4,50;3,94;3,45;2,66;5275;5282;5076;4923;4548;3996;1083;1177;1128;1251;1318;1501;2256;480;275
3166006;Senhora de Oliveira;MG;4,52;4,15;4,24;3,66;3,46;2,71;5071;4944;5633;5654;5664;5468;1123;1191;1328;1545;1637;2018;2757;259;480
3166105;Senhora do Porto;MG;4,28;4,02;3,92;3,56;3,38;2,75;3698;3747;3491;3468;3493;3062;864;931;891;975;1033;1114;1565;265;186
3166204;Senhora dos Remédios;MG;4,68;4,50;4,32;3,53;3,41;2,79;9619;9781;10267;10189;10182;10377;2054;2173;2379;2888;2988;3720;4830;636;474
3166303;Sericita;MG;4,81;4,39;4,09;3,68;3,39;2,85;6367;6447;6982;7055;7127;7344;1324;1470;1708;1917;2104;2577;3174;393;204
3166402;Seritinga;MG;4,64;3,99;3,79;3,45;3,10;2,62;1716;1727;1730;1745;1788;1818;370;433;457;506;576;693;930;156;81
3166501;Serra Azul de Minas;MG;4,55;4,41;4,36;4,07;3,77;3,03;3874;4008;4121;4262;4216;3792;852;908;946;1048;1118;1251;1740;361;128
3166600;Serra da Saudade;MG;3,46;3,61;3,22;2,97;2,81;2,46;848;823;848;847;812;829;245;228;263;285;289;337;575;100;138
3166709;Serra dos Aimorés;MG;4,62;3,81;3,55;3,31;3,14;2,59;10187;8758;8088;8324;8397;6931;2206;2297;2277;2512;2675;2675;3432;582;175
3166808;Serra do Salitre;MG;4,03;3,94;3,66;3,36;3,22;2,93;7912;9896;9265;10154;10513;11770;1961;2509;2531;3022;3269;4018;5280;467;795
3166907;Serrania;MG;4,41;4,07;3,79;3,47;3,37;2,77;6857;7289;7420;7321;7503;7593;1555;1790;1958;2107;2228;2743;3420;506;171
3166956;Serranópolis de Minas;MG;;;4,11;3,66;3,44;2,88;;;4032;4510;4422;4398;;;980;1231;1286;1526;2055;297;232
3167004;Serranos;MG;4,05;3,85;3,77;3,22;3,13;2,63;2030;2084;2060;2048;1987;1979;501;542;546;636;635;753;1095;125;217
3167103;Serro;MG;4,91;4,63;4,44;4,00;3,69;2,97;19219;20226;20837;20746;20741;21754;3915;4367;4691;5189;5626;7317;10161;1236;1608
3167202;Sete Lagoas;MG;4,40;4,06;3,88;;3,38;2,76;142965;166528;184237;;213312;226521;32458;40991;47466;;63111;81943;97250;11088;4219
3167301;Silveirânia;MG;4,39;4,10;3,68;3,19;2,98;2,57;2030;2004;2132;2123;2191;2307;462;489;579;666;736;898;1228;156;174
3167400;Silvianópolis;MG;3,88;3,55;3,44;3,13;3,02;2,52;5814;5633;5777;5977;5985;6135;1498;1587;1677;1911;1983;2438;3431;416;577
3167509;Simão Pereira;MG;4,25;3,94;3,67;3,34;3,36;2,75;2409;2252;2479;2498;2536;2947;567;571;675;747;755;1073;1672;171;428
3167608;Simonésia;MG;4,76;4,37;4,09;3,55;3,36;2,80;16235;16579;16749;17221;18227;19663;3413;3793;4093;4852;5430;7016;8978;1373;589
3167707;Sobrália;MG;4,57;4,20;3,89;3,35;3,19;2,56;6830;6400;6273;5989;5829;5137;1496;1524;1612;1786;1828;2010;2735;518;207
3167806;Soledade de Minas;MG;3,88;3,69;3,58;3,08;3,04;2,64;4929;5167;5119;5480;5581;5608;1271;1399;1428;1777;1836;2121;3052;400;531
3167905;Tabuleiro;MG;3,97;3,74;3,65;3,28;3,01;2,58;4352;4444;4544;4045;4075;4014;1097;1187;1246;1232;1355;1554;2268;461;253
3168002;Taiobeiras;MG;4,59;4,30;4,02;3,64;3,46;2,80;26594;25654;27258;29625;30849;32892;5794;5962;6788;8132;8908;11732;14439;1434;1273
3168051;Taparuba;MG;;;3,57;2,97;2,87;2,58;;;3214;3239;3137;3387;;;900;1089;1093;1314;1806;341;151
3168101;Tapira;MG;3,94;3,79;3,56;3,31;3,19;2,87;2938;3120;3314;3560;4106;4117;746;823;930;1074;1288;1435;2156;412;309
3168200;Tapiraí;MG;3,61;3,24;3,16;2,99;2,82;2,57;2240;1898;1900;1820;1872;1689;620;585;602;608;664;657;1083;130;296
3168309;Taquaraçu de Minas;MG;4,44;4,06;3,83;3,45;3,24;2,65;3367;3326;3524;3740;3768;4218;758;819;919;1084;1162;1593;3798;309;1896
3168408;Tarumirim;MG;4,35;3,92;3,68;3,22;3,14;2,80;18028;16297;14411;14103;14202;14622;4144;4154;3914;4379;4523;5230;6889;1078;581
3168507;Teixeiras;MG;4,09;3,87;3,66;3,31;3,10;2,58;9989;10642;11089;11585;11306;12206;2440;2748;3030;3496;3647;4736;5939;749;454
3168606;Teófilo Otoni;MG;4,51;4,11;3,87;3,43;3,30;2,73;139782;135157;128456;125924;133606;136188;30997;32889;33203;36674;40431;49858;60574;8006;2710
3168705;Timóteo;MG;4,38;3,95;3,76;3,42;3,31;2,71;57056;64673;70999;75502;81086;81410;13026;16369;18870;22058;24520;30026;33104;2335;743
3168804;Tiradentes;MG;4,16;3,74;3,45;3,10;2,99;2,67;10175;11602;5604;6478;6878;7653;2446;3099;1622;2093;2303;2866;4302;440;996
3168903;Tiros;MG;3,75;4,03;3,18;2,78;2,73;2,53;8576;10155;7484;7370;6851;7849;2285;2520;2357;2652;2508;3107;4349;525;717
3169000;Tocantins;MG;4,01;3,79;3,62;3,27;3,11;2,62;12809;14078;14971;15631;15752;16106;3193;3713;4136;4782;5058;6154;7564;882;528
3169059;Tocos do Moji;MG;;;3,68;3,34;3,13;2,60;;;3821;3926;3948;3824;;;1039;1177;1263;1470;1888;218;200
3169109;Toledo;MG;3,96;3,76;3,59;3,35;3,13;2,75;4650;5030;5185;5676;5720;7159;1175;1336;1444;1692;1828;2599;3775;416;760
3169208;Tombos;MG;3,84;3,78;3,86;3,10;3,01;2,60;9711;10302;11514;9160;9491;8567;2529;2727;2982;2956;3157;3297;4348;688;363
3169307;Três Corações;MG;4,20;3,96;3,85;3,52;3,34;2,82;56599;60550;64933;70955;71895;74333;13482;15284;16864;20163;21550;26358;32074;3879;1837
3169356;Três Marias;MG;4,30;3,84;3,64;3,38;3,21;2,67;20909;23958;23275;25809;28243;28770;4862;6238;6400;7631;8794;10782;15074;2083;2209
3169406;Três Pontas;MG;4,28;3,98;3,80;3,45;3,35;2,85;45575;47105;50815;51915;53700;55019;10636;11823;13365;15039;16043;19288;23856;2841;1727
3169505;Tumiritinga;MG;4,10;3,66;3,48;3,20;3,19;2,61;5371;5354;5637;5959;6278;5885;1310;1461;1622;1860;1967;2259;3069;522;288
3169604;Tupaciguara;MG;3,67;3,31;3,20;3,03;2,90;2,58;26298;21246;22866;22783;23900;25245;7168;6415;7148;7531;8237;9774;12223;1396;1053
3169703;Turmalina;MG;4,73;4,54;4,12;3,68;3,38;2,68;19371;21087;15625;17183;17985;19918;4092;4649;3789;4669;5318;7436;10605;1228;1941
3169802;Turvolândia;MG;4,03;3,65;3,54;3,25;3,11;2,72;3646;3676;4193;4688;4608;4888;904;1006;1184;1443;1480;1798;2648;473;377
3169901;Ubá;MG;4,05;3,78;3,60;3,27;3,14;2,64;66032;76419;84166;93777;101130;102943;16290;20242;23379;28665;32159;39042;47416;6322;2052
3170008;Ubaí;MG;5,29;4,85;4,60;4,20;3,88;3,25;13883;13592;10622;11740;11632;11694;2624;2800;2309;2794;2997;3598;5025;793;634
3170057;Ubaporanga;MG;;4,23;4,00;3,47;3,26;2,79;;10921;11742;11979;12025;12999;;2580;2934;3456;3688;4666;6040;919;455
3170107;Uberaba;MG;3,81;3,60;3,46;;3,03;2,64;210039;235738;250598;;292881;335581;55100;65429;72479;;96799;127349;152127;17012;7766
3170206;Uberlândia;MG;3,88;3,66;3,46;;3,07;2,65;365398;437193;499337;;601106;711082;94086;119583;144440;;195807;268012;336404;46815;21577
3170305;Umburatiba;MG;4,61;4,22;4,06;3,61;3,21;2,58;2939;2925;2843;2745;2692;2681;637;693;701;761;838;1040;1329;190;99
3170404;Unaí;MG;4,31;3,91;3,70;3,33;3,16;2,71;69207;73021;68548;72996;76498;85538;16051;18661;18519;21940;24223;31515;39586;4314;3757
3170438;União de Minas;MG;;;3,35;3,16;2,83;2,53;;;4634;4577;4342;3822;;;1385;1447;1532;1509;2047;336;202
3170479;Uruana de Minas;MG;;;3,74;3,28;3,06;2,59;;;3234;2773;3157;3281;;;865;845;1032;1266;1742;240;236
3170503;Urucânia;MG;4,85;4,51;4,32;3,83;3,57;2,96;10490;9581;10321;10170;10273;10573;2165;2123;2389;2656;2878;3566;4152;465;121
3170529;Urucuia;MG;;4,88;4,70;4,29;4,44;4,18;;12539;9525;11278;13591;17464;;2567;2026;2629;3062;4173;4685;238;274
3170578;Vargem Alegre;MG;;;3,86;3,30;3,16;2,62;;;6515;6582;6435;5777;;;1686;1992;2038;2207;2944;532;205
3170602;Vargem Bonita;MG;3,48;3,17;3,13;2,69;2,70;2,46;2304;2165;2212;2091;2158;2157;663;684;706;776;798;876;1390;221;293
3170651;Vargem Grande do Rio Pardo;MG;;;4,77;4,31;3,99;3,26;;;4343;4703;4733;4631;;;911;1090;1186;1419;1926;287;220
3170701;Varginha;MG;4,09;3,89;3,70;3,37;3,27;2,75;87347;99611;108432;115740;122749;136058;21332;25634;29324;34319;37546;49488;60184;8218;2478
3170750;Varjão de Minas;MG;;;3,74;3,41;3,11;2,81;;;4648;5892;6021;6956;;;1242;1728;1937;2478;3077;309;290
3170800;Várzea da Palma;MG;4,54;4,22;3,98;3,54;3,32;2,58;29279;31339;31471;34145;35699;33480;6456;7418;7908;9651;10759;12988;15928;1563;1377
3170909;Varzelândia;MG;5,23;4,95;4,76;4,24;3,94;2,99;27035;26775;18719;19022;19085;18832;5167;5404;3931;4489;4842;6295;9039;1724;1020
3171006;Vazante;MG;4,02;3,67;3,53;3,20;3,04;2,64;18594;18858;18794;19070;19590;19913;4631;5141;5318;5963;6445;7548;9605;1123;934
3171030;Verdelândia;MG;;;4,83;4,07;3,91;3,04;;;7079;7987;8281;7646;;;1466;1962;2118;2516;3649;702;431
3171071;Veredinha;MG;;;4,30;3,78;3,39;2,70;;;5223;5731;5539;5179;;;1214;1517;1636;1917;3200;411;872
3171105;Veríssimo;MG;3,43;3,26;3,22;2,97;2,95;2,45;3053;3155;2908;3490;3247;3375;891;969;904;1175;1101;1379;2132;361;392
3171154;Vermelho Novo;MG;;;4,01;3,39;3,22;2,72;;;4572;4536;4686;4895;;;1139;1340;1455;1798;2213;297;118
3171204;Vespasiano;MG;4,46;4,19;3,94;3,59;3,49;2,81;53914;60409;75587;93447;104069;128987;12098;14419;19164;26039;29790;45984;53103;5735;1384
3171303;Viçosa;MG;4,27;4,00;3,72;3,36;3,17;2,62;51128;57131;63991;70142;71989;76117;11980;14280;17182;20845;22727;29055;40305;4521;6729
3171402;Vieiras;MG;4,41;4,07;3,79;3,36;3,20;2,60;3758;3950;3923;3807;3726;3689;852;970;1035;1134;1164;1418;1848;270;160
3171501;Mathias Lobato;MG;4,54;4,16;3,98;3,61;3,40;2,76;3648;3723;3642;3441;3370;3031;803;894;914;954;990;1097;1428;232;99
3171600;Virgem da Lapa;MG;4,69;4,51;4,17;3,64;3,45;2,72;13847;13773;13599;14084;13616;11760;2953;3051;3260;3869;3951;4327;6190;881;982
3171709;Virgínia;MG;4,41;4,11;3,84;3,39;3,25;2,68;8515;8479;8649;8306;8573;8852;1931;2061;2253;2449;2637;3297;4568;652;619
3171808;Virginópolis;MG;5,24;4,60;4,25;3,84;3,52;2,75;12058;11336;10731;10813;10508;10292;2300;2464;2525;2818;2988;3742;4840;760;338
3171907;Virgolândia;MG;4,35;4,16;3,94;3,45;3,20;2,54;6795;6444;6045;5704;5646;4532;1561;1548;1535;1653;1764;1785;2527;559;183
3172004;Visconde do Rio Branco;MG;3,98;3,75;3,56;3,28;3,12;2,65;28293;30219;32489;34468;37867;39101;7110;8058;9135;10494;12134;14770;17917;2315;832
3172103;Volta Grande;MG;4,30;3,99;3,86;3,48;3,29;2,66;4476;4631;4827;5122;5052;4440;1041;1161;1249;1473;1535;1672;2377;378;327
3172202;Wenceslau Braz;MG;4,35;4,06;3,78;3,35;3,25;2,70;2487;2357;2596;2506;2547;2342;572;581;686;748;783;867;1250;146;237
3200102;Afonso Cláudio;ES;4,44;4,10;3,79;3,30;3,15;2,66;39865;40160;32165;30674;30965;30604;8974;9806;8479;9301;9839;11496;14330;1872;962
3200136;Águia Branca;ES;4,60;4,16;3,83;3,40;3,23;2,66;9803;9779;9523;9204;9410;9708;2131;2350;2485;2704;2913;3649;4577;630;298
3200169;Água Doce do Norte;ES;4,42;4,03;3,80;3,25;3,12;2,62;12690;12732;12669;11759;11728;12032;2869;3159;3337;3621;3765;4595;6160;1222;343
3200201;Alegre;ES;4,11;3,94;3,65;3,22;3,08;2,56;30263;31631;31443;30262;30649;29128;7357;8032;8611;9403;9949;11364;15472;2266;1842
3200300;Alfredo Chaves;ES;4,27;3,95;3,70;3,21;3,05;2,66;12617;13052;13573;13944;13949;13810;2955;3302;3671;4341;4580;5196;7661;1075;1390
3200359;Alto Rio Novo;ES;4,51;4,13;3,76;3,37;3,18;2,59;7488;7157;6964;6167;7315;7428;1659;1732;1851;1829;2301;2865;3703;629;209
3200409;Anchieta;ES;4,31;4,01;3,85;3,50;3,24;2,71;14792;17241;19090;19314;23812;29943;3432;4300;4963;5513;7339;11037;16908;2378;3493
3200508;Apiacá;ES;4,04;3,75;3,59;3,21;3,06;2,63;6989;6845;7534;7600;7511;7223;1729;1825;2098;2365;2457;2746;3709;592;371
3200607;Aracruz;ES;4,44;4,14;3,99;3,59;3,42;2,88;52245;59322;64325;73072;81475;94445;11761;14315;16127;20367;23806;32774;41889;4453;4662
3200706;Atílio Vivácqua;ES;4,10;3,85;3,67;3,44;3,30;2,74;6654;7025;8230;8856;9810;10522;1621;1823;2244;2577;2970;3844;4761;652;265
3200805;Baixo Guandu;ES;4,07;3,77;3,63;3,25;3,09;2,68;26880;26458;27562;28502;28913;30608;6606;7017;7600;8770;9349;11404;14045;1943;698
3200904;Barra de São Francisco;ES;4,20;3,83;3,63;3,21;3,13;2,63;35450;36365;37045;39201;40128;42227;8436;9495;10192;12203;12838;16054;19783;2884;845
3201001;Boa Esperança;ES;4,42;4,04;3,80;3,43;3,22;2,69;12403;13162;13471;12854;14081;13568;2804;3257;3541;3747;4377;5039;5997;614;344
3201100;Bom Jesus do Norte;ES;3,72;3,60;3,35;3,06;2,96;2,54;7890;8539;9124;9215;9390;10208;2119;2369;2727;3012;3174;4013;4937;638;286
3201159;Brejetuba;ES;;;4,21;3,58;3,40;2,86;;;11648;10891;11880;12977;;;2765;3038;3492;4535;6020;979;506
3201209;Cachoeiro de Itapemirim;ES;4,03;3,75;3,59;;3,17;2,60;142783;149631;173915;;188942;184464;35449;39946;48505;;59511;70983;83747;10504;2260
3201308;Cariacica;ES;4,19;3,87;3,67;;3,22;2,71;273226;300012;322926;;347616;351964;65285;77547;88038;;107932;130112;152241;19431;2698
3201407;Castelo;ES;4,28;3,92;3,65;3,26;3,14;2,59;29450;29411;32549;32199;34687;36880;6876;7505;8907;9866;11037;14229;17245;1757;1259
3201506;Colatina;ES;4,09;3,79;3,59;3,20;3,07;2,59;106433;104119;112129;105675;111025;118844;26003;27468;31218;33067;36191;45911;55116;6318;2887
3201605;Conceição da Barra;ES;4,62;4,18;3,89;3,55;3,34;2,84;22165;24796;26044;26045;28362;27120;4793;5939;6691;7335;8482;9557;13900;1971;2372
3201704;Conceição do Castelo;ES;4,51;4,11;3,79;3,38;3,21;2,67;10474;10102;10681;11218;11647;11932;2323;2459;2817;3323;3630;4466;5662;746;450
3201803;Divino de São Lourenço;ES;4,31;4,01;3,72;3,39;3,23;2,67;4057;4384;4817;4812;4506;5076;942;1093;1296;1421;1397;1902;2571;380;289
3201902;Domingos Martins;ES;4,29;4,06;3,86;3,43;3,26;2,69;35479;26044;30371;31138;31758;35409;8277;6412;7875;9069;9750;13148;19800;2252;4400
3202009;Dores do Rio Preto;ES;4,01;3,79;3,51;3,34;3,10;2,65;5245;5627;6111;6097;6385;6590;1308;1484;1743;1827;2059;2485;3249;457;307
3202108;Ecoporanga;ES;4,28;3,80;3,62;3,15;2,99;2,54;24297;21838;23791;23122;22686;21912;5677;5741;6581;7349;7600;8612;11914;2296;1006
3202207;Fundão;ES;4,06;3,79;3,57;3,32;3,17;2,67;10175;11315;12774;15114;16852;17951;2507;2987;3574;4547;5319;6715;11241;1592;2934
3202256;Governador Lindenberg;ES;;;;3,50;3,23;2,76;;;;9880;10855;11009;;;;2821;3356;3983;4980;628;369
3202306;Guaçuí;ES;4,03;3,79;3,66;3,32;3,12;2,67;21882;23631;24793;25650;27675;29264;5430;6229;6777;7722;8861;10952;13544;1850;742
3202405;Guarapari;ES;4,08;3,82;3,58;3,21;3,14;2,65;60898;73394;87952;97449;104752;123647;14917;19223;24544;30313;33379;46731;85821;10192;28898
3202454;Ibatiba;ES;4,36;3,94;3,74;3,29;3,14;2,73;15458;16493;18923;19612;22320;25369;3546;4191;5066;5953;7103;9296;11325;1533;496
3202504;Ibiraçu;ES;4,33;3,95;3,85;3,39;3,24;2,76;9388;9646;10107;10289;11176;11721;2168;2442;2623;3031;3454;4249;5115;465;401
3202553;Ibitirama;ES;4,45;4,24;3,98;3,53;3,32;2,81;7619;7969;9096;8971;8941;9512;1713;1881;2288;2542;2693;3389;4589;818;382
3202603;Iconha;ES;4,19;3,89;3,68;3,26;3,09;2,65;10154;11088;11453;11457;12492;12316;2422;2848;3114;3513;4047;4640;5681;735;306
3202652;Irupi;ES;;4,07;3,86;3,31;3,18;2,72;;9947;10082;10282;11635;13652;;2444;2612;3106;3656;5025;6036;800;211
3202702;Itaguaçu;ES;4,16;3,88;3,66;3,25;3,03;2,58;13322;14133;14453;13810;14116;13581;3200;3646;3945;4248;4653;5263;6525;886;376
3202801;Itapemirim;ES;4,27;3,90;3,77;3,48;3,29;2,83;44233;51112;27737;30623;30914;39786;10353;13109;7364;8788;9385;14039;22091;3694;4358
3202900;Itarana;ES;4,33;4,05;3,86;3,41;3,23;2,71;10368;10843;11357;10543;10879;10586;2395;2680;2944;3096;3373;3913;4597;501;183
3203007;Iúna;ES;4,26;3,93;3,69;3,26;3,14;2,67;32250;24525;25985;25455;27273;28562;7573;6243;7045;7809;8699;10716;13075;1808;551
3203056;Jaguaré;ES;4,75;4,33;4,02;3,51;3,37;2,82;16969;17619;19390;21829;24605;28913;3573;4070;4825;6225;7311;10251;12180;1536;393
3203106;Jerônimo Monteiro;ES;4,10;3,73;3,57;3,28;3,09;2,64;8879;9541;10140;10673;10851;11548;2167;2560;2837;3257;3517;4367;5496;777;352
3203130;João Neiva;ES;4,25;3,91;3,75;3,34;3,18;2,73;13464;14206;15228;14395;15782;14065;3170;3631;4062;4315;4970;5158;6153;605;390
3203163;Laranja da Terra;ES;4,11;3,87;3,64;3,25;3,05;2,63;10622;10618;10809;10741;10810;11092;2583;2741;2966;3309;3550;4210;5191;786;195
3203205;Linhares;ES;4,49;4,11;3,86;3,48;3,33;2,81;119211;124506;111858;123029;139814;164859;26571;30259;28957;35317;41967;58662;74517;9580;6275
3203304;Mantenópolis;ES;4,37;3,87;3,63;3,22;3,07;2,55;13922;12219;12099;11376;13402;12695;3188;3158;3334;3534;4369;4988;6706;1259;459
3203320;Marataízes;ES;;;3,64;3,32;3,20;2,79;;;30503;31000;34049;41823;;;8386;9337;10633;14966;25274;3050;7258
3203346;Marechal Floriano;ES;;3,93;3,72;3,29;3,13;2,67;;10822;12084;12642;14215;17608;;2753;3251;3839;4542;6607;9094;981;1506
3203353;Marilândia;ES;4,33;3,90;3,70;3,31;3,12;2,63;8967;9414;9902;10211;11100;12386;2069;2411;2677;3082;3557;4709;5763;676;378
3203403;Mimoso do Sul;ES;4,17;3,82;3,60;3,25;3,09;2,58;23959;24747;25988;25974;25742;24383;5739;6478;7220;7983;8325;9435;11929;1677;817
3203502;Montanha;ES;4,27;3,98;3,69;3,29;3,10;2,69;17988;17992;17197;17579;17731;18869;4212;4523;4658;5346;5725;7017;8443;970;456
3203601;Mucurici;ES;4,32;3,95;3,76;3,27;3,03;2,58;11282;12453;5853;5748;5643;5466;2612;3152;1556;1760;1861;2119;2883;531;233
3203700;Muniz Freire;ES;4,45;4,17;3,88;3,43;3,28;2,70;20136;19594;19638;18171;18387;18140;4530;4700;5056;5301;5614;6712;9245;1806;727
3203809;Muqui;ES;4,37;3,99;3,79;3,51;3,22;2,71;13543;13170;13384;13773;14322;13702;3099;3298;3535;3923;4449;5050;6216;827;339
3203908;Nova Venécia;ES;4,38;4,05;3,71;3,34;3,17;2,63;47330;41365;42761;44077;45706;48944;10812;10219;11523;13186;14408;18589;22652;2583;1480
3204005;Pancas;ES;4,41;4,10;3,83;3,32;3,30;2,64;20922;19904;20096;18280;21510;18872;4749;4855;5243;5502;6522;7140;9017;1354;523
3204054;Pedro Canário;ES;4,54;4,16;3,89;3,48;3,31;2,76;21043;22192;21755;23120;23738;21501;4633;5334;5588;6646;7165;7801;9349;1166;382
3204104;Pinheiros;ES;4,38;3,99;3,68;3,33;3,20;2,79;20686;20987;21186;22613;23821;23785;4728;5257;5762;6782;7437;8538;10329;1412;379
3204203;Piúma;ES;4,09;3,84;3,58;3,28;3,14;2,62;9349;12070;14747;16134;18034;22237;2284;3146;4114;4926;5748;8500;16496;2243;5753
3204252;Ponto Belo;ES;;;3,64;3,27;3,09;2,60;;;6252;6782;6910;6474;;;1718;2073;2238;2486;3103;383;234
3204302;Presidente Kennedy;ES;4,14;3,85;3,67;3,41;3,11;2,67;9383;9546;9501;10262;10257;13654;2266;2477;2591;3005;3301;5115;6883;984;784
3204351;Rio Bananal;ES;4,57;4,19;3,93;3,44;3,20;2,78;15351;15915;16182;16552;17498;19237;3361;3801;4122;4806;5461;6923;8865;1195;747
3204401;Rio Novo do Sul;ES;4,22;3,89;3,69;3,32;3,12;2,68;9987;10663;11219;11074;11315;11055;2367;2739;3042;3331;3629;4130;4934;567;237
3204500;Santa Leopoldina;ES;4,38;4,05;3,81;3,34;3,20;2,65;11041;11715;12371;12314;12203;13105;2521;2892;3249;3689;3813;4954;7539;998;1587
3204559;Santa Maria de Jetibá;ES;4,54;4,18;4,02;3,61;3,37;2,83;23193;25532;28630;31767;34153;41618;5108;6103;7125;8811;10123;14711;17596;1804;1081
3204609;Santa Teresa;ES;4,31;3,93;3,78;3,28;3,15;2,63;29203;29082;20479;20052;21800;22767;6770;7399;5419;6113;6914;8667;11783;1339;1777
3204658;São Domingos do Norte;ES;;4,01;3,83;3,34;3,15;2,69;;7033;7639;7803;7983;8337;;1753;1994;2333;2531;3096;3866;506;264
3204708;São Gabriel da Palha;ES;4,32;3,99;3,69;3,30;3,09;2,55;30060;31058;26463;28769;31703;32219;6962;7789;7174;8725;10256;12624;14783;1512;647
3204807;São José do Calçado;ES;3,83;3,56;3,35;3,08;2,94;2,54;10142;10386;10467;10537;10363;10823;2650;2918;3128;3423;3523;4265;5731;1002;464
3204906;São Mateus;ES;4,40;4,09;3,85;3,47;3,31;2,71;73545;81894;89274;95902;108479;122598;16711;20013;23181;27613;32793;45226;61949;8441;8282
3204955;São Roque do Canaã;ES;;;3,80;3,39;3,20;2,66;;;10342;10427;11255;10880;;;2720;3078;3512;4095;4982;617;270
3205002;Serra;ES;4,22;3,91;3,72;;3,26;2,70;221083;269319;319662;;407870;518797;52382;68825;85829;;124994;191936;224110;24298;7876
3205010;Sooretama;ES;;;3,97;3,63;3,42;2,88;;;18137;21838;23796;26464;;;4573;6018;6950;9185;10984;1352;447
3205036;Vargem Alta;ES;4,54;4,17;3,92;3,58;3,32;2,74;13013;13623;17319;17752;19035;19544;2868;3267;4419;4954;5726;7122;9285;1206;957
3205069;Venda Nova do Imigrante;ES;4,54;4,19;3,79;3,45;3,23;2,68;11988;14120;16101;18598;20433;23822;2642;3370;4246;5396;6326;8902;10242;854;486
3205101;Viana;ES;4,26;3,92;3,71;3,39;3,30;2,76;43661;47383;52674;55497;62418;70622;10259;12078;14190;16351;18918;25552;30128;3702;874
3205150;Vila Pavão;ES;;3,95;3,72;3,26;3,08;2,66;;8605;8256;8621;8624;8902;;2181;2218;2643;2800;3341;4218;619;258
3205176;Vila Valério;ES;;;3,80;3,45;3,27;2,78;;;13745;13560;13795;13681;;;3614;3934;4218;4930;6290;914;446
3205200;Vila Velha;ES;3,97;3,70;3,48;;3,07;2,59;264223;296439;344825;;412296;458741;66586;80200;98968;;134467;177116;211352;25600;8636
3205309;Vitória;ES;3,85;3,59;3,40;;3,01;2,51;257334;264946;290900;;326728;322254;66767;73748;85514;;108515;128617;148098;14614;4867
3300100;Angra dos Reis;RJ;3,98;3,81;3,63;3,24;3,16;2,69;84810;92115;118661;148055;168963;167240;21299;24160;32716;45748;53452;62126;93735;11707;19902
3300159;Aperibé;RJ;;3,43;3,26;3,05;2,95;2,54;;7197;8002;8779;10189;11011;;2097;2457;2877;3452;4334;5344;633;377
3300209;Araruama;RJ;3,94;3,67;3,48;3,14;3,11;2,68;58621;65691;82334;97976;111498;129098;14865;17918;23677;31153;35807;48144;83246;12451;22651
3300225;Areal;RJ;;3,95;3,76;3,41;3,26;2,79;;8961;9840;10968;11396;11820;;2266;2615;3215;3500;4231;5814;734;849
3300233;Armação dos Búzios;RJ;;;3,36;3,02;3,04;2,67;;;17928;24274;27400;39818;;;5340;8026;9012;14920;27177;3296;8961
3300258;Arraial do Cabo;RJ;3,85;3,61;3,41;3,19;3,08;2,68;19788;21458;23778;25183;27615;30965;5138;5936;6975;7891;8956;11542;26941;2629;12770
3300308;Barra do Piraí;RJ;3,89;3,63;3,47;3,17;3,07;2,65;78306;84936;88059;95926;94556;92763;20123;23387;25377;30295;30758;34992;42922;5604;2326
3300407;Barra Mansa;RJ;3,98;3,68;3,56;;3,14;2,70;171629;166271;170335;;177544;169614;43081;45127;47897;;56543;62890;75280;10072;2318
3300456;Belford Roxo;RJ;;3,70;3,55;;3,22;2,67;;398921;431685;;468910;482696;;107718;121650;;145677;180893;199554;17066;1595
3300506;Bom Jardim;RJ;3,97;3,60;3,45;3,17;2,98;2,58;20482;21619;22455;24468;25179;28060;5165;5999;6502;7720;8463;10878;14123;1899;1346
3300605;Bom Jesus do Itabapoana;RJ;3,90;3,64;3,45;3,16;3,02;2,62;29633;31799;33305;33312;35202;35005;7602;8730;9661;10536;11666;13384;17048;2434;1230
3300704;Cabo Frio;RJ;3,80;3,61;3,46;3,15;3,12;2,70;84130;115020;126102;161614;185486;221764;22118;31835;36403;51327;59443;82015;155295;21355;51925
